5.453296288804986034e+02,6.231359658261629875e+02,6.204882882326817253e+02,2.024051618409999833e+07
5.453296288804986034e+02,6.231359658261629875e+02,6.132151069725508705e+02,2.024051618409999833e+07
5.453296288804986034e+02,6.231359658261629875e+02,6.096285240432448518e+02,2.024051618409999833e+07
5.453296288804986034e+02,6.231359658261629875e+02,6.038087134213636773e+02,2.024051618409999833e+07
5.453296288804986034e+02,6.231359658261629875e+02,5.969137172561516991e+02,2.024051618409999833e+07
5.453294202027827851e+02,6.231352638399340549e+02,5.519725330954594256e+02,2.024051619999999925e+07
5.453294202027827851e+02,6.231352638399340549e+02,5.394262148548139066e+02,2.024051619999999925e+07
5.453294202027827851e+02,6.231352638399340549e+02,6.036658524136003052e+02,2.024051619999999925e+07
5.453294202027827851e+02,6.231352638399340549e+02,6.132136863109852811e+02,2.024051619999999925e+07
5.453294202027827851e+02,6.231352638399340549e+02,6.204847050729023294e+02,2.024051619999999925e+07
5.458448354571838763e+02,5.453287820289300498e+02,6.231335787706200335e+02,2.024051621570000052e+07
5.458448354571838763e+02,5.453287820289300498e+02,6.226004078185696926e+02,2.024051621570000052e+07
5.458448354571838763e+02,5.453287820289300498e+02,5.969136491224489873e+02,2.024051621570000052e+07
5.458448354571838763e+02,5.453287820289300498e+02,5.423791220961330737e+02,2.024051621570000052e+07
5.458448354571838763e+02,5.453287820289300498e+02,5.446118546953254054e+02,2.024051621570000052e+07
5.453296290093189782e+02,6.231352784384354209e+02,6.139697671562147434e+02,2.024051622569999844e+07
5.453296290093189782e+02,6.231352784384354209e+02,6.214517959357270911e+02,2.024051622569999844e+07
5.453296290093189782e+02,6.231352784384354209e+02,6.185032958168415007e+02,2.024051622569999844e+07
5.453296290093189782e+02,6.231352784384354209e+02,5.378668500433814188e+02,2.024051622569999844e+07
5.453295970811351481e+02,6.231357955825070576e+02,5.349209770676094422e+02,2.024051623580000177e+07
5.453299147386132972e+02,6.231359462213004008e+02,6.214516389560101288e+02,2.024051700250000134e+07
5.453299147386132972e+02,6.231359462213004008e+02,4.637119081985964044e+02,2.024051700250000134e+07
5.453299147386132972e+02,6.231359462213004008e+02,5.990575564232718762e+02,2.024051700250000134e+07
5.453299147386132972e+02,6.231359462213004008e+02,5.394272066907434464e+02,2.024051700250000134e+07
5.453299147386132972e+02,6.231359462213004008e+02,6.066825548728363628e+02,2.024051700250000134e+07
5.453306155249312042e+02,6.231345355368331411e+02,6.196500733588879939e+02,2.024051710170000046e+07
5.453306155249312042e+02,6.231345355368331411e+02,6.226008828835016402e+02,2.024051710170000046e+07
5.453306155249312042e+02,6.231345355368331411e+02,6.106442713044926904e+02,2.024051710170000046e+07
5.453306155249312042e+02,6.231345355368331411e+02,6.096296237506446687e+02,2.024051710170000046e+07
5.453307847222023383e+02,6.231350647713618400e+02,5.969165544076474816e+02,2.024051711129999906e+07
5.453307847222023383e+02,6.231350647713618400e+02,6.038108339244188301e+02,2.024051711129999906e+07
5.453307847222023383e+02,6.231350647713618400e+02,6.007180248395251283e+02,2.024051711129999906e+07
5.453307847222023383e+02,6.231350647713618400e+02,5.446132246109328889e+02,2.024051711129999906e+07
5.453309227422410004e+02,6.231353164766004511e+02,6.139698102265601847e+02,2.024051712110000104e+07
5.453309227422410004e+02,6.231353164766004511e+02,5.976442077632484597e+02,2.024051712110000104e+07
5.453309227422410004e+02,6.231353164766004511e+02,6.066833422281063122e+02,2.024051712110000104e+07
5.453309227422410004e+02,6.231353164766004511e+02,4.824897828091968677e+02,2.024051712110000104e+07
5.453309227422410004e+02,6.231353164766004511e+02,5.319732607220828413e+02,2.024051712110000104e+07
5.453307929069967486e+02,6.231368950410964089e+02,4.670220146853926053e+02,2.024051713120000064e+07
5.453307929069967486e+02,6.231368950410964089e+02,6.132161277070094911e+02,2.024051713120000064e+07
5.453307929069967486e+02,6.231368950410964089e+02,5.423803708786741709e+02,2.024051713120000064e+07
5.453307929069967486e+02,6.231368950410964089e+02,6.036678382832877787e+02,2.024051713120000064e+07
5.453307929069967486e+02,6.231368950410964089e+02,6.076920920116301659e+02,2.024051713120000064e+07
5.453309786938682464e+02,6.231356551018559458e+02,5.990589898820545613e+02,2.024051714220000058e+07
5.453309786938682464e+02,6.231356551018559458e+02,5.519740309791480968e+02,2.024051714220000058e+07
5.453312385411215928e+02,6.231365673492729229e+02,5.969166894547748825e+02,2.024051719590000063e+07
5.453312385411215928e+02,6.231365673492729229e+02,5.946962512466315047e+02,2.024051719590000063e+07
5.453312385411215928e+02,6.231365673492729229e+02,6.076923398804833596e+02,2.024051719590000063e+07
5.453312385411215928e+02,6.231365673492729229e+02,5.936451166155891315e+02,2.024051719590000063e+07
5.453312385411215928e+02,6.231365673492729229e+02,6.055489949293015570e+02,2.024051719590000063e+07
5.453315066137990925e+02,6.231358137568954589e+02,4.824901664695316867e+02,2.024051720509999990e+07
5.453315066137990925e+02,6.231358137568954589e+02,6.185041103943461849e+02,2.024051720509999990e+07
5.453315066137990925e+02,6.231358137568954589e+02,5.519744902441709655e+02,2.024051720509999990e+07
5.453315066137990925e+02,6.231358137568954589e+02,6.007178472051364224e+02,2.024051720509999990e+07
5.453315066137990925e+02,6.231358137568954589e+02,5.976447319617618632e+02,2.024051720509999990e+07
5.453309793544118520e+02,6.231356226317591336e+02,5.990585388030386866e+02,2.024051721460000053e+07
5.453309793544118520e+02,6.231356226317591336e+02,5.423807440744454880e+02,2.024051721460000053e+07
5.453309793544118520e+02,6.231356226317591336e+02,5.458465667760378892e+02,2.024051721460000053e+07
5.453309793544118520e+02,6.231356226317591336e+02,6.096290247133052844e+02,2.024051721460000053e+07
5.458465667760378892e+02,5.453309793544118520e+02,6.231356226317591336e+02,2.024051721460000053e+07
5.458465667760378892e+02,5.453309793544118520e+02,5.990585388030386866e+02,2.024051721460000053e+07
5.458465667760378892e+02,5.453309793544118520e+02,5.423807440744454880e+02,2.024051721460000053e+07
5.458465667760378892e+02,5.453309793544118520e+02,6.096290247133052844e+02,2.024051721460000053e+07
5.453314966359689606e+02,6.231369472645774295e+02,6.132169308196267821e+02,2.024051801269999892e+07
5.453314966359689606e+02,6.231369472645774295e+02,5.976442017532722275e+02,2.024051801269999892e+07
5.453314966359689606e+02,6.231369472645774295e+02,6.038109229599413084e+02,2.024051801269999892e+07
5.453314966359689606e+02,6.231369472645774295e+02,6.096296723320640467e+02,2.024051801269999892e+07
5.458472166746744278e+02,5.453316926613517808e+02,6.204880429739503143e+02,2.024051802189999819e+07
5.458472166746744278e+02,5.453316926613517808e+02,6.007183916081327197e+02,2.024051802189999819e+07
5.458472166746744278e+02,5.453316926613517808e+02,6.198657738352419528e+02,2.024051802189999819e+07
5.458472166746744278e+02,5.453316926613517808e+02,6.066844502780040784e+02,2.024051802189999819e+07
5.453315893273465917e+02,6.231367905150324304e+02,6.090523917993605210e+02,2.024051803119999915e+07
5.453315893273465917e+02,6.231367905150324304e+02,6.196530331086449905e+02,2.024051803119999915e+07
5.453315893273465917e+02,6.231367905150324304e+02,6.076930380981481221e+02,2.024051803119999915e+07
5.453315893273465917e+02,6.231367905150324304e+02,5.990595604113544823e+02,2.024051803119999915e+07
5.453315893273465917e+02,6.231367905150324304e+02,6.226037995323858922e+02,2.024051803119999915e+07
