463.986581, 135.602, [1, 1, 1]
488.603574, 155.739, [1, 1, -1]
609.807482, 190.717, [2, 3, 0]
551.982957, 144.664, [0, 2, -1]
467.288264, 186.643, [-2, 1, 0]
598.038382, 178.104, [-2, 3, 0]
611.688847, 130.051, [1, 3, -1]
615.785336, 152.841, [-1, 4, -1]
479.773482, 4427.344, [-2, 1, -1]
482.719056, 184.902, [-1, 1, -1]
541.925265, 223.423, [1, 2, 1]
461.045123, 171.873, [0, 1, 1]
601.131249, 164.87, [1, 4, 3]
602.269544, 211.967, [1, 3, 1]
542.636359, 140.022, [-1, 2, 0]
539.690912, 118.086, [-2, 2, 0]
608.747776, 137.747, [0, 3, -1]
609.298165, 100.399, [0, 4, 1]
538.135306, 99.945, [2, 2, 2]
532.255536, 312.047, [0, 2, 2]
479.056961, 116.858, [2, 1, 0]
545.579584, 125.606, [0, 2, 0]
616.398369, 79.928, [-1, 3, -3]
544.864282, 118.471, [2, 2, 1]
536.041234, 100.583, [-1, 2, 1]
555.153715, 81.874, [-1, 2, -2]
552.208368, 83.543, [-2, 2, -2]
596.385762, 58.228, [-1, 3, 1]
535.196743, 91.99, [1, 2, 2]
558.096876, 77.761, [0, 2, -2]
546.094023, 66.422, [-2, 2, -1]
620.085295, 124.056, [2, 4, 0]
551.459578, 87.674, [2, 2, 0]
619.872953, 63.772, [-1, 4, -2]
615.177982, 53.521, [2, 4, 1]
