545.580385, 87.225, [0, 2, 0]
607.942912, 80.836, [-2, 3, -2]
608.317358, 557.904, [-2, 4, 0]
544.864959, 88.39, [2, 2, 1]
604.070669, 28.265, [2, 4, 3]
603.92738, 64.959, [0, 3, 0]
622.81973, 22.514, [0, 4, -2]
611.690289, 199.52, [1, 3, -1]
539.690961, 148.057, [-2, 2, 0]
555.156041, 105.428, [-1, 2, -2]
606.355174, 430.345, [-1, 4, 1]
615.787569, 181.335, [-1, 4, -1]
466.925121, 319.503, [2, 1, 1]
458.100312, 207.143, [-1, 1, 1]
