545.84772, 111.404, [0, 2, 0]
623.663976, 25.65, [-1, 4, -3]
621.013524, 20.409, [-2, 4, -4]
621.013583, 20.95, [-2, 4, -4]
621.013371, 20.817, [-2, 4, -4]
621.013539, 20.86, [-2, 4, -4]
621.013413, 20.555, [-2, 4, -4]
621.013293, 20.698, [-2, 4, -4]
621.01364, 20.573, [-2, 4, -4]
621.013671, 20.73, [-2, 4, -4]
621.013665, 21.013, [-2, 4, -4]
621.013496, 20.732, [-2, 4, -4]
621.013357, 20.823, [-2, 4, -4]
621.01343, 20.569, [-2, 4, -4]
621.01348, 20.87, [-2, 4, -4]
621.013598, 21.282, [-2, 4, -4]
621.01347, 20.854, [-2, 4, -4]
621.01318, 20.723, [-2, 4, -4]
621.013296, 20.628, [-2, 4, -4]
621.013438, 20.667, [-2, 4, -4]
621.013449, 21.011, [-2, 4, -4]
621.013487, 21.002, [-2, 4, -4]
621.013472, 20.81, [-2, 4, -4]
621.013617, 21.001, [-2, 4, -4]
621.013914, 20.923, [-2, 4, -4]
621.01375, 20.887, [-2, 4, -4]
621.013654, 20.924, [-2, 4, -4]
621.013453, 20.665, [-2, 4, -4]
621.01364, 20.231, [-2, 4, -4]
621.013964, 20.553, [-2, 4, -4]
621.013751, 20.9, [-2, 4, -4]
621.013851, 20.611, [-2, 4, -4]
621.013785, 20.39, [-2, 4, -4]
621.013702, 20.408, [-2, 4, -4]
621.013732, 20.301, [-2, 4, -4]
621.013517, 20.713, [-2, 4, -4]
621.013595, 20.538, [-2, 4, -4]
621.013553, 20.134, [-2, 4, -4]
621.013429, 19.997, [-2, 4, -4]
621.013501, 20.098, [-2, 4, -4]
621.013699, 20.506, [-2, 4, -4]
621.013919, 20.289, [-2, 4, -4]
