545.847914, 111.404, [0, 2, 0]
623.663696, 17.861, [-1, 4, -3]
621.013435, 20.75, [-2, 4, -4]
621.013481, 21.001, [-2, 4, -4]
621.013735, 20.95, [-2, 4, -4]
621.013505, 20.387, [-2, 4, -4]
621.013521, 20.878, [-2, 4, -4]
621.013539, 20.5, [-2, 4, -4]
621.013565, 20.751, [-2, 4, -4]
621.013389, 20.475, [-2, 4, -4]
621.013712, 20.867, [-2, 4, -4]
621.013669, 21.439, [-2, 4, -4]
621.013386, 20.474, [-2, 4, -4]
621.013384, 22.395, [-2, 4, -4]
