545.847878, 111.404, [0, 2, 0]
623.661924, 25.978, [-1, 4, -3]
621.01178, 21.532, [-2, 4, -4]
621.011798, 21.413, [-2, 4, -4]
621.011726, 21.754, [-2, 4, -4]
621.011565, 20.828, [-2, 4, -4]
621.011685, 21.381, [-2, 4, -4]
621.011827, 21.605, [-2, 4, -4]
621.012048, 21.285, [-2, 4, -4]
621.01199, 21.577, [-2, 4, -4]
621.012117, 20.908, [-2, 4, -4]
621.012232, 21.375, [-2, 4, -4]
621.011872, 21.403, [-2, 4, -4]
621.012069, 20.975, [-2, 4, -4]
621.011947, 20.948, [-2, 4, -4]
621.012069, 21.381, [-2, 4, -4]
621.012225, 21.27, [-2, 4, -4]
