0.0,0.0
14.7196105625,0.02
29.439221125,0.18
44.1588316875,0.23
58.87844225,0.5
73.5980528125,0.71
88.317663375,0.89
103.03727393749999,0.95
117.75688449999998,1.0
132.4764950625,0.97
147.196105625,0.91
161.9157161875,0.55
176.63532675000002,0.39
191.35493731250003,0.25
206.07454787500004,0.05
220.79415843750004,0.01
235.51376900000005,0.04
250.23337956250006,0.13
264.95299012500004,0.25
279.67260068750005,0.47
294.39221125000006,0.67
309.11182181250007,0.76
323.8314323750001,0.92
338.5510429375001,0.92
