0.000000000000000000e+00,5.822371666709941884e+00,4.872712641265176003e+00,4.508675000000000210e+00,7.859237875288684450e+00
4.353257341676837200e+00,1.089430040936286304e+01,2.437500000000000000e+01,7.976183602771363290e+00,5.853550295857988139e+00
5.056611035303173018e+00,3.913049999999999695e+00,5.702136258660507551e+00,9.233778820648847585e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.971905590320151447e+00,2.525908820545117450e+00,2.857149999999999856e+00
0.000000000000000000e+00,2.575026614389946289e+00,9.745460270809280345e+00,3.817300000000000360e+00,2.731899538106235426e+00
3.368966323059745971e+00,4.220461145516251733e+00,2.546249999999999680e+00,1.038758660508083231e+01,3.517190369312384934e+00
2.304398026661068410e+00,8.327400000000000801e+00,4.660883371824480648e+00,3.063558457457661977e+00,0.000000000000000000e+00
2.117650000000000254e+00,2.537875288683602903e+00,4.027035298918588246e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.165294835510087612e+00,2.945054406773730804e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.432685067379845911e+00,1.730135404639445706e+00,5.638550000000000395e+00
0.000000000000000000e+00,2.160854776309298231e+00,1.255274483048179013e+00,3.357249999999999623e+00,6.008978060046189285e+00
4.296211668787162985e+00,1.334662887932542619e+00,1.344049999999999967e+00,8.933334295612009157e+01,9.130942664762292438e+00
1.960498233091914289e+00,9.953250000000000153e-01,3.467003464203233243e+00,8.405121403795144275e+00,0.000000000000000000e+00
1.044175000000000075e+00,1.520150115473441144e+00,3.092450520301979466e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.170322383187104798e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.958948926336562035e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.725263157894736992e+02,1.610580455547391487e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.311198815984213262e+01,3.946992757426261988e+00,1.027225000000000055e+00,1.759670900692840600e+00
1.412930698725105927e+01,2.680000000000000000e+02,1.500000000000000000e+00,1.290329099307159444e+00,3.582534176698632944e+00
8.673139498268080061e+00,3.946025000000000116e+00,1.300981524249422705e+00,1.935064272597429191e+00,0.000000000000000000e+00
8.478249999999999176e+00,1.863712471131639514e+00,1.365282595388696230e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.851065242494226482e+01,1.145327484186900557e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
