2.540354938466599037e+02,4.662525567800959436e+01,5.453320457426905250e+02,6.231385461421330092e+02,4.578147974296447273e+02,2.024051804060000181e+07
2.540354938466599037e+02,4.601169434735944463e+01,5.453320457426905250e+02,6.231385461421330092e+02,4.578147974296447273e+02,2.024051804060000181e+07
2.133223850785587388e+02,4.384538058569527408e+01,5.453356966166967368e+02,6.231416509772157042e+02,4.578179833291760019e+02,2.024052013289999962e+07
1.889311619204684405e+02,4.115976909700177089e+01,5.453284024870325766e+02,6.231347317466628510e+02,4.637103849969013254e+02,2.024051523039999977e+07
2.018203351034207742e+02,4.623591900045449421e+01,5.453299147386132972e+02,6.231359462213004008e+02,4.637119081985964044e+02,2.024051700250000134e+07
2.167470898036603160e+02,4.723770696692653814e+01,5.453320457426905250e+02,6.231385461421330092e+02,4.637134462584519952e+02,2.024051804060000181e+07
2.167470898036603160e+02,4.464492124581101962e+01,5.453320457426905250e+02,6.231385461421330092e+02,4.637134462584519952e+02,2.024051804060000181e+07
1.722897350558280039e+02,4.613569217435155423e+01,5.453362076545004129e+02,6.231417935784113524e+02,4.637175193220001574e+02,2.024052015300000086e+07
2.010642973426024298e+02,4.524354407572422332e+01,5.453375038933215819e+02,6.231433106149789865e+02,4.637200997172722623e+02,2.024052123360000178e+07
2.010642973426024298e+02,4.191836137150575325e+01,5.453375038933215819e+02,6.231433106149789865e+02,4.637200997172722623e+02,2.024052123360000178e+07
1.780159588957724850e+02,4.009036824296468637e+01,5.453287384939014828e+02,6.231338130933590946e+02,4.670204156326333873e+02,2.024051620569999889e+07
1.780159588957724850e+02,4.426514646722435486e+01,5.453287384939014828e+02,6.231338130933590946e+02,4.670204156326333873e+02,2.024051620569999889e+07
2.013571943100359931e+02,4.426514646722435486e+01,5.453307929069967486e+02,6.231368950410964089e+02,4.670220146853926053e+02,2.024051713120000064e+07
2.013571943100359931e+02,4.182791392000589070e+01,5.453307929069967486e+02,6.231368950410964089e+02,4.670220146853926053e+02,2.024051713120000064e+07
2.013571943100359931e+02,4.662525567800959436e+01,5.453307929069967486e+02,6.231368950410964089e+02,4.670220146853926053e+02,2.024051713120000064e+07
2.028136279866446898e+02,4.662525567800959436e+01,5.453321369859922925e+02,6.231372567171797527e+02,4.670232357862438448e+02,2.024051806579999998e+07
2.028136279866446898e+02,4.601169434735944463e+01,5.453321369859922925e+02,6.231372567171797527e+02,4.670232357862438448e+02,2.024051806579999998e+07
2.028136279866446898e+02,4.534826067505137814e+01,5.453321369859922925e+02,6.231372567171797527e+02,4.670232357862438448e+02,2.024051806579999998e+07
1.907734379949764616e+02,4.384538058569527408e+01,5.453362076545004129e+02,6.231417935784113524e+02,4.670273403950794204e+02,2.024052015300000086e+07
1.820708883540506235e+02,4.384538058569527408e+01,5.453368490552628600e+02,6.231444473682092848e+02,4.670278113352338778e+02,2.024052111569999903e+07
1.626851787769668647e+02,4.115976909700177089e+01,5.453282370709123370e+02,6.231342492868059253e+02,4.824872685581354403e+02,2.024051600000000000e+07
1.667866525636106019e+02,4.623591900045449421e+01,5.453309227422410004e+02,6.231353164766004511e+02,4.824897828091968677e+02,2.024051712110000104e+07
1.667866525636106019e+02,4.723770696692653814e+01,5.453309227422410004e+02,6.231353164766004511e+02,4.824897828091968677e+02,2.024051712110000104e+07
1.844575240784162986e+02,4.623591900045449421e+01,5.453310382780293821e+02,0.000000000000000000e+00,4.824894221555158538e+02,2.024051718349999934e+07
1.844575240784162986e+02,4.723770696692653814e+01,5.453310382780293821e+02,0.000000000000000000e+00,4.824894221555158538e+02,2.024051718349999934e+07
1.882591317036016392e+02,4.723770696692653814e+01,5.453315066137990925e+02,6.231358137568954589e+02,4.824901664695316867e+02,2.024051720509999990e+07
1.879463782146436586e+02,4.723770696692653814e+01,5.453320457426905250e+02,6.231385461421330092e+02,4.824911310921577297e+02,2.024051804060000181e+07
1.879463782146436586e+02,4.464492124581101962e+01,5.453320457426905250e+02,6.231385461421330092e+02,4.824911310921577297e+02,2.024051804060000181e+07
1.807560302787242392e+02,4.337574681427667400e+01,5.453338047770632784e+02,6.231395708846050638e+02,4.824933653267349882e+02,2.024051908579999954e+07
