9.795887519147238320e-01,9.803924149164512380e-01,9.818225027752526257e-01,9.838824755599634431e-01,9.864231923123970569e-01,9.890054137081535357e-01,9.911588220178212394e-01,9.923408130483438727e-01,9.923849992449831348e-01,9.918940364476269700e-01,9.914422378028561189e-01,9.912105122118858302e-01,9.913694574431040074e-01,9.917740199028236558e-01,9.920717230935892639e-01,9.922998415919740411e-01,9.924294311776716837e-01,9.923706636699093364e-01,9.924438347491206791e-01,9.925856714249238211e-01,9.925440896654316170e-01,9.926281507446045316e-01,9.925936218643779396e-01,9.922051322351786995e-01,9.922316266170025933e-01,9.921787186945093540e-01,9.915938725891314531e-01,9.921803434718996506e-01,9.917722810304326897e-01,9.870503272701330877e-01,9.837669583592173472e-01,9.847578606316808036e-01,9.894500439894454713e-01,9.924926408163998737e-01,9.918752062578003459e-01,9.921478913969932201e-01,9.926537602937220983e-01,9.923835383069313787e-01,9.924449075058031644e-01,9.925709073601421961e-01
9.808178294764228200e-01,9.816230024244557706e-01,9.830541307370098680e-01,9.851150944973139367e-01,9.876571490188627012e-01,9.902397984275062015e-01,9.923934225799413422e-01,9.935760318134847502e-01,9.936198252296535305e-01,9.931286364652390786e-01,9.926773605641894260e-01,9.924450650552447684e-01,9.926039801921106021e-01,9.930093121507660436e-01,9.933062406846716597e-01,9.935344457519792449e-01,9.936646988558536231e-01,9.936043740975424310e-01,9.936776281678678657e-01,9.938199174394409807e-01,9.937758683456023867e-01,9.938610187216958547e-01,9.938273971047528743e-01,9.934352250487118452e-01,9.934652952988791696e-01,9.934126621658009304e-01,9.928171696836097793e-01,9.934120406329789432e-01,9.929935954485404892e-01,9.882075922531764478e-01,9.849014585379513020e-01,9.858960468437956148e-01,9.906320211452442903e-01,9.937231420370564727e-01,9.930949615656207152e-01,9.933723105317774360e-01,9.938885935362390400e-01,9.936154964697276881e-01,9.936791312172992274e-01,9.938078588850584039e-01
9.820601984548654739e-01,9.828637167199911762e-01,9.842932660598461281e-01,9.863530839380024728e-01,9.888947176011542162e-01,9.914774388204051769e-01,9.936316063175548718e-01,9.948150483828346324e-01,9.948594200328532144e-01,9.943687741979768679e-01,9.939181495802433819e-01,9.936861854702251362e-01,9.938454131217242526e-01,9.942510077631304677e-01,9.945475767682059320e-01,9.947753438142648008e-01,9.949050847949187926e-01,9.948436938759432913e-01,9.949163356808518044e-01,9.950582916651184995e-01,9.950135400797638363e-01,9.950990807582867914e-01,9.950660907746649020e-01,9.946737546076029890e-01,9.947053355550607989e-01,9.946533779162426425e-01,9.940558505496387420e-01,9.946523565734235461e-01,9.942308929451718624e-01,9.894296671911103624e-01,9.861170746937293341e-01,9.871113455257081171e-01,9.918563490024214779e-01,9.949581793200604762e-01,9.943285151773166852e-01,9.946082346228581894e-01,9.951282539427075413e-01,9.948556673121548011e-01,9.949202643504633237e-01,9.950492293348139894e-01
9.831801530946161494e-01,9.839798025269241855e-01,9.854058431114721683e-01,9.874628557938893714e-01,9.900026399930014209e-01,9.925849077967853207e-01,9.947395894354172929e-01,9.959238737109504802e-01,9.959694142060668831e-01,9.954798156265922682e-01,9.950299185013929959e-01,9.947988023941708446e-01,9.949584722353317368e-01,9.953639141761752018e-01,9.956603072407798072e-01,9.958872561263946155e-01,9.960157161327138908e-01,9.959535556368717124e-01,9.960251459876576785e-01,9.961662891028347788e-01,9.961219899632861585e-01,9.962075454582760559e-01,9.961750804799213155e-01,9.957848405388666224e-01,9.958166243349787505e-01,9.957655360933067579e-01,9.951713183794219653e-01,9.957651357335296494e-01,9.953452930116880593e-01,9.905596748996664536e-01,9.872511153940327633e-01,9.882426286147908412e-01,9.929747834308454424e-01,9.960634830530333828e-01,9.954380627862552400e-01,9.957185635144848446e-01,9.962379912961876194e-01,9.959679990459894272e-01,9.960327677349496422e-01,9.961604882064261091e-01
9.840687240196296370e-01,9.848637550506254001e-01,9.862855021916545617e-01,9.883389048527576604e-01,9.908760265685599977e-01,9.934572195447164411e-01,9.956119785590563653e-01,9.967968542974211532e-01,9.968436459238495528e-01,9.963552461286415696e-01,9.959061000916651363e-01,9.956758877080761350e-01,9.958359036373515272e-01,9.962409529195046520e-01,9.965371081221995331e-01,9.967631003175637661e-01,9.968900981225050639e-01,9.968272681830158133e-01,9.968977393377858043e-01,9.970379968281697369e-01,9.969944771771310776e-01,9.970800161381109250e-01,9.970480982388572055e-01,9.966605029052076903e-01,9.966921283523147990e-01,9.966418535910661625e-01,9.960521056310688293e-01,9.966421451972873324e-01,9.962250717060665561e-01,9.914625066843157919e-01,9.881605869465076575e-01,9.891490357362182628e-01,9.938633750826061375e-01,9.969332505533184952e-01,9.963132600530876237e-01,9.965939123735658711e-01,9.971114832366315683e-01,9.968444424067086640e-01,9.969091890897104902e-01,9.970354272857665512e-01
9.846610393427129848e-01,9.854521734697218038e-01,9.868701304961358112e-01,9.889201815090952197e-01,9.914546478213517311e-01,9.940343789415386766e-01,9.961886710938707701e-01,9.973737423260330415e-01,9.974214575877463629e-01,9.969340662179420054e-01,9.964855811181209111e-01,9.962559988559843704e-01,9.964161444472836582e-01,9.968207515589121437e-01,9.971165409832845050e-01,9.973417013669646503e-01,9.974675533373925651e-01,9.974041220767950744e-01,9.974737241528718323e-01,9.976133282075518860e-01,9.975703483842867092e-01,9.976559967313423094e-01,9.976246346829014122e-01,9.972389975819293539e-01,9.972706612984466590e-01,9.972209639467014552e-01,9.966341099222575384e-01,9.972214952755558137e-01,9.968061013714758500e-01,9.920587503036212285e-01,9.887611967619992503e-01,9.897475758272084034e-01,9.944500304082081188e-01,9.975073826786012843e-01,9.968909951318412066e-01,9.971717866133857910e-01,9.976882252253005401e-01,9.974232908850511059e-01,9.974881630524697895e-01,9.976134817802524424e-01
9.849614696744453113e-01,9.857505442543010865e-01,9.871663184859041928e-01,9.892143022317768652e-01,9.917470132966635932e-01,9.943254667076267816e-01,9.964790422354258270e-01,9.976639904970272532e-01,9.977120834411309369e-01,9.972252442183610066e-01,9.967771872756560070e-01,9.965478131385669958e-01,9.967078934809439072e-01,9.971122038421661449e-01,9.974075998319494873e-01,9.976322766408242115e-01,9.977575943156312688e-01,9.976936915062437627e-01,9.977628631234207734e-01,9.979021935597756077e-01,9.978592600001943147e-01,9.979451414877140714e-01,9.979142367977431594e-01,9.975292667985090622e-01,9.975613373450996635e-01,9.975119075908526201e-01,9.969253038810257372e-01,9.975121476772493834e-01,9.970964920089759875e-01,9.923502371785981602e-01,9.890527500170646080e-01,9.900385580089107185e-01,9.947395490625671188e-01,9.977956229674618260e-01,9.971798058427059352e-01,9.974610062782047759e-01,9.979778536859648108e-01,9.977136507449571035e-01,9.977788793505630860e-01,9.979041238690237181e-01
9.850381862569768110e-01,9.858275102876837837e-01,9.872432992357688120e-01,9.892911515017260848e-01,9.918236737770580458e-01,9.944016716289401092e-01,9.965547811018932167e-01,9.977395301429784480e-01,9.977874485696932583e-01,9.973005778005522570e-01,9.968526139466299396e-01,9.966230355208309799e-01,9.967829577295717058e-01,9.971872626660821526e-01,9.974823931455641945e-01,9.977070471954735398e-01,9.978325123440849875e-01,9.977683341437798559e-01,9.978375531193042214e-01,9.979770009434596467e-01,9.979336138338293916e-01,9.980197723229555784e-01,9.979891169523814609e-01,9.976034567003773113e-01,9.976362308595541073e-01,9.975867819184988106e-01,9.969979441900665984e-01,9.975863871684506057e-01,9.971686585047475626e-01,9.924096684737705454e-01,9.891077525849911734e-01,9.900944839597433100e-01,9.948043735424441092e-01,9.978701142248523892e-01,9.972519943423957534e-01,9.975339324105697569e-01,9.980527107566179446e-01,9.977878859464971439e-01,9.978536286827661694e-01,9.979795465326429804e-01
9.849813035242519499e-01,9.857729297081238018e-01,9.871908355337929430e-01,9.892405261471359790e-01,9.917745503873492963e-01,9.943532519808719883e-01,9.965065169534791378e-01,9.976911955200830073e-01,9.977385489055183854e-01,9.972511149422643717e-01,9.968028770912424896e-01,9.965728222692664673e-01,9.967326020253378660e-01,9.971372009767347500e-01,9.974323341528884557e-01,9.976573950914566780e-01,9.977835336438510838e-01,9.977193559568682257e-01,9.977889916688046368e-01,9.979288217858107712e-01,9.978847311143330678e-01,9.979710733865668759e-01,9.979403853394939183e-01,9.975531926365049928e-01,9.975866615910735646e-01,9.975370087803682173e-01,9.969448186900389253e-01,9.975360076042818491e-01,9.971155091506310741e-01,9.923374893937618735e-01,9.890292776274052233e-01,9.900176237300832849e-01,9.947411395214746932e-01,9.978216963855627286e-01,9.971998871605759485e-01,9.974826545082322582e-01,9.980039788234983389e-01,9.977377621900931359e-01,9.978039874056328085e-01,9.979309004074625733e-01
9.848737735805667137e-01,9.856689781143891382e-01,9.870904033892735630e-01,9.891433069956190316e-01,9.916800370545508780e-01,9.942604038515383547e-01,9.964144302849067270e-01,9.975991998064839272e-01,9.976458099135854241e-01,9.971574828861236028e-01,9.967086841668880703e-01,9.964780630920717641e-01,9.966377761488701692e-01,9.970428553262046245e-01,9.973382826985822680e-01,9.975640335623986443e-01,9.976911015328735477e-01,9.976272099279479555e-01,9.976974493371680852e-01,9.978377459400591398e-01,9.977929886889227440e-01,9.978793317413724440e-01,9.978483447406766293e-01,9.974594610877922651e-01,9.974933480744198055e-01,9.974434300475502058e-01,9.968482484934946264e-01,9.974421368896237983e-01,9.970193415560888450e-01,9.922242156899753196e-01,9.889105096929793337e-01,9.899003773771393178e-01,9.946362547706989465e-01,9.977303266244987867e-01,9.971050828813855516e-01,9.973884922880995596e-01,9.979119749484023361e-01,9.976442962493560218e-01,9.977108214956746934e-01,9.978386169975099751e-01
