9.923711990125259064e-01,9.926099442684682694e-01,9.929608069944920734e-01,9.932872424947193357e-01,9.934445869830247355e-01,9.933313125002113386e-01,9.929288086680724268e-01,9.923046308642841096e-01,9.915827800135330605e-01,9.909047226282181597e-01,9.903977608688343537e-01,9.901555801679696733e-01,9.902280015653692757e-01,9.906140424321008275e-01,9.912582175398254591e-01,9.920570677021324224e-01,9.928832872729841386e-01,9.936226746348063577e-01,9.942046574821823413e-01,9.946104906513814070e-01,9.948597820630293853e-01,9.949893990503601016e-01,9.950385981440567074e-01,9.950425019410195082e-01,9.950298190148981758e-01,9.950225536293549888e-01,9.950362893336236469e-01,9.950789429053651380e-01,9.951462099838052078e-01,9.952165851437996258e-01,9.952516699017790458e-01,9.952031507379288655e-01,9.950249216666490204e-01,9.946868715525076787e-01,9.941842537042756556e-01,9.935391472758648979e-01,9.927948978990684958e-01,9.920071170978973507e-01,9.912344597278218705e-01,9.905300900927832553e-01,9.899353200224697558e-01,9.894763230272639598e-01,9.891635364263099417e-01,9.889943596669229509e-01,9.889574987052865973e-01,9.890358027616882319e-01,9.892073683002747808e-01,9.894471934294477578e-01,9.897319595097253675e-01,9.900465766247493749e-01,9.903880482255774664e-01
9.926338225948372340e-01,9.928714541550481831e-01,9.932190176909226897e-01,9.935402138895547131e-01,9.936909001186003954e-01,9.935703124123455021e-01,9.931607119166864228e-01,9.925305250473481777e-01,9.918044185521672773e-01,9.911240554235242195e-01,9.906164391833621741e-01,9.903746899969724238e-01,9.904480076799161425e-01,9.908348650563700843e-01,9.914794484556773702e-01,9.922782392089061210e-01,9.931040435525283483e-01,9.938428449984891833e-01,9.944242934606107864e-01,9.948298240549445781e-01,9.950790914094808093e-01,9.952088956469443692e-01,9.952583862736866793e-01,9.952625613475065691e-01,9.952500133824383477e-01,9.952427044414161594e-01,9.952562592196292357e-01,9.952986637419497518e-01,9.953656894472091565e-01,9.954359140354259727e-01,9.954709857927986905e-01,9.954225690119010705e-01,9.952445013447110966e-01,9.949066144060935146e-01,9.944040998995230529e-01,9.937589916949258750e-01,9.930146430350040854e-01,9.922267105934915454e-01,9.914538934884259413e-01,9.907493970713288078e-01,9.901545688139083978e-01,9.896955832295620814e-01,9.893828430061876178e-01,9.892137125688832411e-01,9.891768730920835750e-01,9.892551496293678914e-01,9.894266303814441832e-01,9.896663338109750185e-01,9.899509671794165522e-01,9.902654557586020312e-01,9.906068199352545678e-01
9.928779048833279441e-01,9.931138007228034192e-01,9.934561557566371492e-01,9.937690667371885667e-01,9.939092161124367664e-01,9.937770525370570596e-01,9.933562376595128640e-01,9.927165843678663615e-01,9.919837933179276313e-01,9.912998225224965987e-01,9.907912017158509999e-01,9.905501500610661703e-01,9.906248779528441517e-01,9.910130064984400411e-01,9.916582123192275722e-01,9.924568782509354259e-01,9.932819876621552524e-01,9.940198312280692505e-01,9.946004225931414089e-01,9.950054901049004696e-01,9.952547760688240652e-01,9.953849809253383363e-01,9.954350687878142923e-01,9.954398144083519417e-01,9.954276040171058382e-01,9.954203087594946098e-01,9.954335961720168768e-01,9.954755567609782085e-01,9.955420918325513790e-01,9.956119245333617807e-01,9.956468022141451435e-01,9.955983993438550783e-01,9.954205202923521734e-01,9.950829631358870664e-01,9.945808793209615084e-01,9.939362747811690824e-01,9.931925236161633919e-01,9.924053258226527285e-01,9.916333968748637373e-01,9.909299331548134804e-01,9.903362533974225945e-01,9.898784566334750679e-01,9.895668309140056573e-01,9.893986377562038470e-01,9.893624849048228143e-01,9.894411433574580306e-01,9.896126846228954221e-01,9.898521596687793744e-01,9.901363231595506909e-01,9.904501376470995488e-01,9.907906641363215527e-01
9.930636031928649077e-01,9.932972154208346005e-01,9.936326980911637241e-01,9.939346874668060217e-01,9.940609649873399789e-01,9.939135862335269911e-01,9.934780717507060155e-01,9.928260557183774537e-01,9.920845705544532045e-01,9.913959385340005426e-01,9.908860585668094467e-01,9.906459577363376789e-01,9.907225407683007967e-01,9.911123176580939331e-01,9.917583043167921275e-01,9.925567534828202421e-01,9.933808850817839042e-01,9.941174084786434939e-01,9.946968286139306059e-01,9.951012687123707012e-01,9.953505993488365178e-01,9.954813966443761819e-01,9.955323692777255928e-01,9.955379772607257927e-01,9.955263152019734330e-01,9.955191116510473393e-01,9.955320685698895167e-01,9.955734062396333073e-01,9.956392031061492842e-01,9.957083863120100853e-01,9.957428579791532952e-01,9.956943482292356373e-01,9.955166688910259687e-01,9.951796251674167593e-01,9.946783643883798653e-01,9.940348904321258949e-01,9.932926083641820947e-01,9.925072461103748855e-01,9.917374887681410511e-01,9.910364521991223974e-01,9.904453409088302962e-01,9.899900869607627385e-01,9.896807764443424915e-01,9.895144968740249292e-01,9.894797330609650388e-01,9.895591736604334443e-01,9.897308666292626844e-01,9.899699072564743796e-01,9.902531192946083527e-01,9.905655274530148491e-01,9.909042618022141369e-01
9.931652428493791263e-01,9.933961964547201040e-01,9.937237115956367717e-01,9.940130750861569942e-01,9.941233576221656376e-01,9.939584816442789128e-01,9.935061202599023700e-01,9.928399929799901491e-01,9.920886291261928891e-01,9.913947403168812400e-01,9.908834881959632801e-01,9.906445215125275761e-01,9.907232404071667498e-01,9.911148861499977647e-01,9.917617247852822393e-01,9.925598611588003495e-01,9.933827925314079321e-01,9.941177239129835863e-01,9.946957369854206865e-01,9.950994170307674302e-01,9.953487932320044251e-01,9.954803053358927123e-01,9.955323602175650821e-01,9.955390401563321001e-01,9.955280884843510369e-01,9.955210502272576756e-01,9.955336471071732918e-01,9.955742403071319302e-01,9.956391157178483553e-01,9.957074450704023194e-01,9.957413292806771565e-01,9.956925985187936590e-01,9.955151162180326807e-01,9.951787377624127240e-01,9.946786447655728836e-01,9.940368654548601413e-01,9.932968412251662604e-01,9.925143060065293454e-01,9.917478652460994804e-01,9.910504838731527544e-01,9.904631708268887280e-01,9.900116100756962689e-01,9.897056140211949460e-01,9.895420397107491661e-01,9.895092106535628984e-01,9.895897132551659814e-01,9.897615684509526446e-01,9.899999249450154304e-01,9.902816928786610795e-01,9.905919813140876551e-01,9.909280156451854005e-01
9.931754621879577138e-01,9.934036532316162793e-01,9.937229062859515016e-01,9.939992102248368377e-01,9.940929910367227729e-01,9.939101131317009674e-01,9.934404789116714207e-01,9.927599428712999829e-01,9.919985391628675098e-01,9.912993504044941284e-01,9.907867678729479488e-01,9.905490145910559319e-01,9.906299386585213362e-01,9.910234831514816989e-01,9.916711512306823906e-01,9.924688977018091274e-01,9.932905115433765530e-01,9.940237220978728194e-01,9.946002152380533090e-01,9.950030577820548894e-01,9.952524513705927056e-01,9.953847019349691960e-01,9.954379005925524382e-01,9.954457300739697478e-01,9.954355616387372541e-01,9.954287365668236243e-01,9.954409802254297057e-01,9.954807913085987892e-01,9.955446715211960784e-01,9.956120509336515711e-01,9.956452498874858170e-01,9.955962280911198059e-01,9.954189323363786812e-01,9.950832969352889634e-01,9.945845635747009306e-01,9.939448021014332113e-01,9.932074895119540336e-01,9.924283462946162926e-01,9.916658653581765792e-01,9.909728169050865398e-01,9.903899646285463376e-01,9.899426992967029770e-01,9.896405245621551217e-01,9.894800401956871383e-01,9.894493903161970527e-01,9.895310518311886128e-01,9.897030189063507066e-01,9.899404973651755313e-01,9.902204921244240898e-01,9.905282102399266542e-01,9.908609886971820879e-01
9.931058685247329265e-01,9.933314817067501190e-01,9.936430200577218708e-01,9.939071555228561339e-01,9.939855984205164807e-01,9.937860334737610435e-01,9.933004435741000782e-01,9.926066526247522281e-01,9.918360569888581280e-01,9.911320565618311207e-01,9.906183183137438064e-01,9.903817356137634142e-01,9.904647118981877441e-01,9.908599918601779244e-01,9.915083790862574409e-01,9.923056920090655986e-01,9.931259976950196355e-01,9.938575261623689983e-01,9.944325322810042556e-01,9.948345319387001950e-01,9.950838927182107385e-01,9.952168020139419147e-01,9.952710552594061788e-01,9.952799590556971054e-01,9.952705357577354972e-01,9.952639293609754079e-01,9.952758569059739768e-01,9.953149395433937840e-01,9.953778806749647989e-01,9.954443521717107890e-01,9.954768842325392164e-01,9.954275704560088256e-01,9.952504485655330191e-01,9.949155348327430870e-01,9.944181343751442581e-01,9.937803608019418755e-01,9.930457204172379315e-01,9.922699108560010250e-01,9.915113090990681499e-01,9.908224902647160270e-01,9.902439726428128308e-01,9.898008603028305430e-01,9.895023613664561957e-01,9.893448292345969897e-01,9.893162358676437229e-01,9.893989563775278384e-01,9.895709625885996674e-01,9.898075150376457465e-01,9.900857104957739852e-01,9.903908545647933659e-01,9.907203954718850625e-01
9.929844932365620158e-01,9.932079476326003409e-01,9.935130395910820589e-01,9.937670393375820366e-01,9.938327463206145795e-01,9.936193685376347728e-01,9.931206215574451823e-01,9.924159492031421337e-01,9.916378452788118247e-01,9.909299488438069181e-01,9.904153187471290698e-01,9.901797399121244903e-01,9.902644136015505971e-01,9.906610972458743669e-01,9.913100236374067231e-01,9.921069027151941944e-01,9.929260404165017873e-01,9.936560944415470109e-01,9.942297956057469799e-01,9.946310287810963269e-01,9.948803000580660472e-01,9.950137022030528522e-01,9.950687852361829178e-01,9.950785447281523810e-01,9.950697183467985818e-01,9.950632868114509533e-01,9.950749554280479137e-01,9.951134451313204954e-01,9.951756269727090043e-01,9.952413697164118611e-01,9.952733732281776602e-01,9.952238404934705684e-01,9.950468795240072772e-01,9.947125635848728109e-01,9.942162406122649898e-01,9.935800545075906820e-01,9.928475311323866626e-01,9.920743493465735696e-01,9.913187990331994159e-01,9.906333058646649148e-01,9.900581948896363116e-01,9.896183428895518608e-01,9.893227235451375057e-01,9.891674923287744337e-01,9.891404819263635018e-01,9.892239882129324480e-01,9.893959694907561442e-01,9.896317335650556268e-01,9.899084550407210026e-01,9.902115237471621478e-01,9.905384792731087851e-01
9.928504690307008440e-01,9.930723679348419930e-01,9.933728330243375426e-01,9.936195883576567356e-01,9.936762275812233147e-01,9.934530513566692811e-01,9.929450115852089809e-01,9.922326920330751809e-01,9.914493403429247564e-01,9.907387468664321517e-01,9.902235326094351864e-01,9.899886889582384386e-01,9.900745578639190692e-01,9.904722000819156102e-01,9.911214514182598023e-01,9.919179502690971262e-01,9.927361809029372486e-01,9.934651153512158439e-01,9.940378230461325293e-01,9.944384431963836368e-01,9.946875767664765666e-01,9.948212509234601875e-01,9.948768434360374391e-01,9.948871355262424165e-01,9.948786746745614806e-01,9.948723341543003196e-01,9.948838133785448123e-01,9.949219061313504531e-01,9.949836021404702135e-01,9.950489011897375446e-01,9.950806089827914924e-01,9.950309889469547420e-01,9.948541749201673667e-01,9.945202500050297489e-01,9.940245651538304195e-01,9.933892682622526005e-01,9.926578930548051183e-01,9.918861154354173815e-01,9.911321923206779516e-01,9.904484818632290910e-01,9.898752105191914730e-01,9.894371299009195875e-01,9.891430783739991739e-01,9.889890924166234720e-01,9.889629196207977424e-01,9.890468107527863317e-01,9.892187223318057443e-01,9.894539981302737930e-01,9.897298674655979900e-01,9.900317768570344734e-01,9.903573204444647837e-01
9.927462648277985968e-01,9.929673485195561478e-01,9.932653772330940489e-01,9.935083340832915333e-01,9.935602421163624021e-01,9.933319786059099377e-01,9.928191431557938929e-01,9.921029048844421938e-01,9.913168848218565365e-01,9.906049391351005040e-01,9.900894571667745447e-01,9.898550114422198787e-01,9.899414904252203939e-01,9.903395944783112137e-01,9.909889594041306760e-01,9.917851919504658831e-01,9.926028776730846381e-01,9.933311606026581364e-01,9.939032837915448004e-01,9.943035075285778790e-01,9.945524751017046361e-01,9.946861799520559932e-01,9.947419154191911028e-01,9.947523640874629258e-01,9.947439941525292317e-01,9.947376398554830246e-01,9.947490073787880194e-01,9.947869340939549110e-01,9.948484700903040823e-01,9.949136689254811650e-01,9.949453655388674767e-01,9.948958202755697755e-01,9.947191348796359245e-01,9.943853442757731864e-01,9.938897528548897853e-01,9.932544789956526676e-01,9.925230519903290860e-01,9.917511672283868540e-01,9.909971152192132982e-01,9.903132872069827508e-01,9.897399295820304976e-01,9.893017952933417236e-01,9.890077081084550636e-01,9.888536827247551564e-01,9.888274489843539294e-01,9.889112526677840131e-01,9.890830606198209862e-01,9.893182385477768959e-01,9.895940415988273564e-01,9.898959369020529087e-01,9.902215266279200678e-01
