Axial Freqs, Avg. Fidelities
1.200100000000000167e+00,9.984688776958782208e-01
1.202000000000000179e+00,9.984686222390619648e-01
1.203900000000000192e+00,9.984683592138091646e-01
1.205799999999999983e+00,9.984681051333336166e-01
1.207699999999999996e+00,9.984678709989998069e-01
1.209600000000000009e+00,9.984676658697985152e-01
1.211500000000000021e+00,9.984675037468524472e-01
1.213400000000000034e+00,9.984674067029634115e-01
1.215300000000000047e+00,9.984673987493041247e-01
1.217200000000000060e+00,9.984674912318429740e-01
1.219100000000000072e+00,9.984676679167728830e-01
1.221000000000000085e+00,9.984678812490717092e-01
1.222900000000000098e+00,9.984680667268540644e-01
1.224800000000000111e+00,9.984681717702237336e-01
1.226700000000000124e+00,9.984681847682047584e-01
1.228600000000000136e+00,9.984681463712075100e-01
1.230500000000000149e+00,9.984681331566029883e-01
1.232400000000000162e+00,9.984682196924556941e-01
1.234300000000000175e+00,9.984684388982998371e-01
1.236200000000000188e+00,9.984687632429857240e-01
1.238099999999999978e+00,9.984691176385488420e-01
1.239999999999999991e+00,9.984694162138693097e-01
1.241900000000000004e+00,9.984696018578080867e-01
1.243800000000000017e+00,9.984696672876541834e-01
1.245700000000000029e+00,9.984696488959531324e-01
1.247600000000000042e+00,9.984696008621755103e-01
1.249500000000000055e+00,9.984695664410571103e-01
1.251400000000000068e+00,9.984695619539930567e-01
1.253300000000000081e+00,9.984695791269434517e-01
1.255200000000000093e+00,9.984695998279361495e-01
1.257100000000000106e+00,9.984696115727870191e-01
1.259000000000000119e+00,9.984696144478721891e-01
1.260900000000000132e+00,9.984696173866826063e-01
1.262800000000000145e+00,9.984696290053834966e-01
1.264700000000000157e+00,9.984696504999271971e-01
1.266600000000000170e+00,9.984696749875593413e-01
1.268500000000000183e+00,9.984696923377677225e-01
1.270400000000000196e+00,9.984696946182337607e-01
1.272299999999999986e+00,9.984696779364597985e-01
1.274199999999999999e+00,9.984696405226020088e-01
1.276100000000000012e+00,9.984695799445555409e-01
1.278000000000000025e+00,9.984694925631965035e-01
1.279900000000000038e+00,9.984693761479547236e-01
1.281800000000000050e+00,9.984692336890491626e-01
1.283700000000000063e+00,9.984690754517497879e-01
1.285600000000000076e+00,9.984689175964950314e-01
1.287500000000000089e+00,9.984687780920372679e-01
1.289400000000000102e+00,9.984686724637228394e-01
1.291300000000000114e+00,9.984686112963627735e-01
1.293200000000000127e+00,9.984685996470945568e-01
1.295100000000000140e+00,9.984686376648642669e-01
1.297000000000000153e+00,9.984687213303841125e-01
1.298900000000000166e+00,9.984688425383309029e-01
1.300800000000000178e+00,9.984689890561382342e-01
1.302700000000000191e+00,9.984691456409162669e-01
1.304599999999999982e+00,9.984692967769692729e-01
1.306499999999999995e+00,9.984694298512600819e-01
1.308400000000000007e+00,9.984695370697643790e-01
1.310300000000000020e+00,9.984696156724868210e-01
1.312200000000000033e+00,9.984696668927587337e-01
1.314100000000000046e+00,9.984696941961969108e-01
1.316000000000000059e+00,9.984697018943228253e-01
1.317900000000000071e+00,9.984696949504981989e-01
1.319800000000000084e+00,9.984696791610353506e-01
1.321700000000000097e+00,9.984696604836997835e-01
1.323600000000000110e+00,9.984696438458865453e-01
1.325500000000000123e+00,9.984696326383172282e-01
1.327400000000000135e+00,9.984696287953566118e-01
1.329300000000000148e+00,9.984696326155834134e-01
1.331200000000000161e+00,9.984696428896103759e-01
1.333100000000000174e+00,9.984696577671234863e-01
1.335000000000000187e+00,9.984696746580734583e-01
1.336899999999999977e+00,9.984696886022378370e-01
1.338799999999999990e+00,9.984696918832282053e-01
1.340700000000000003e+00,9.984696763034790479e-01
1.342600000000000016e+00,9.984696351827820893e-01
1.344500000000000028e+00,9.984695634756247662e-01
1.346400000000000041e+00,9.984694594605155737e-01
1.348300000000000054e+00,9.984693286745384144e-01
1.350200000000000067e+00,9.984691834051150350e-01
1.352100000000000080e+00,9.984690358563961254e-01
1.354000000000000092e+00,9.984688955304772406e-01
1.355900000000000105e+00,9.984687770057960599e-01
1.357800000000000118e+00,9.984687050328885372e-01
1.359700000000000131e+00,9.984687025119377557e-01
1.361600000000000144e+00,9.984687716817829406e-01
1.363500000000000156e+00,9.984688921811798457e-01
1.365400000000000169e+00,9.984690376717585414e-01
1.367300000000000182e+00,9.984691885588583560e-01
1.369200000000000195e+00,9.984693286155801317e-01
1.371099999999999985e+00,9.984694383596647294e-01
1.372999999999999998e+00,9.984694987483700990e-01
1.374900000000000011e+00,9.984694997896204072e-01
1.376800000000000024e+00,9.984694428696586632e-01
1.378700000000000037e+00,9.984693376778154272e-01
1.380600000000000049e+00,9.984692004588303638e-01
1.382500000000000062e+00,9.984690530589110935e-01
1.384400000000000075e+00,9.984689188365772905e-01
1.386300000000000088e+00,9.984688170107086647e-01
1.388200000000000101e+00,9.984687593824789209e-01
1.390100000000000113e+00,9.984687494401921493e-01
1.392000000000000126e+00,9.984687819900756045e-01
1.393900000000000139e+00,9.984688438972556535e-01
1.395800000000000152e+00,9.984689171289193865e-01
1.397700000000000164e+00,9.984689827115641458e-01
1.399600000000000177e+00,9.984690238999972545e-01
1.401500000000000190e+00,9.984690289734053925e-01
1.403399999999999981e+00,9.984689938342024007e-01
1.405299999999999994e+00,9.984689230480118249e-01
1.407200000000000006e+00,9.984688286814104030e-01
1.409100000000000019e+00,9.984687278076052053e-01
1.411000000000000032e+00,9.984686394981027169e-01
1.412900000000000045e+00,9.984685814612982435e-01
1.414800000000000058e+00,9.984685668507738976e-01
1.416700000000000070e+00,9.984686022670948846e-01
1.418600000000000083e+00,9.984686871452336243e-01
1.420500000000000096e+00,9.984688140107645937e-01
1.422400000000000109e+00,9.984689697081172710e-01
1.424300000000000122e+00,9.984691377937321421e-01
1.426200000000000134e+00,9.984693014302417069e-01
1.428100000000000147e+00,9.984694460021076301e-01
1.430000000000000160e+00,9.984695611668961135e-01
1.431900000000000173e+00,9.984696420989712662e-01
1.433800000000000185e+00,9.984696895040454656e-01
1.435699999999999976e+00,9.984697084085243368e-01
1.437599999999999989e+00,9.984697064768696118e-01
1.439500000000000002e+00,9.984696924534798290e-01
1.441400000000000015e+00,9.984696746796281053e-01
1.443300000000000027e+00,9.984696597735428503e-01
1.445200000000000040e+00,9.984696518282406563e-01
1.447100000000000053e+00,9.984696522046477840e-01
1.449000000000000066e+00,9.984696598253703925e-01
1.450900000000000079e+00,9.984696719308142621e-01
1.452800000000000091e+00,9.984696851645811222e-01
1.454700000000000104e+00,9.984696965857211559e-01
1.456600000000000117e+00,9.984697042255282762e-01
1.458500000000000130e+00,9.984697072787338534e-01
1.460400000000000142e+00,9.984697061034896182e-01
1.462300000000000155e+00,9.984697019223313097e-01
1.464200000000000168e+00,9.984696963352406307e-01
1.466100000000000181e+00,9.984696909460947234e-01
1.468000000000000194e+00,9.984696871004518082e-01
1.469899999999999984e+00,9.984696856182703195e-01
1.471799999999999997e+00,9.984696865983599956e-01
1.473700000000000010e+00,9.984696894960732871e-01
1.475600000000000023e+00,9.984696934703848337e-01
1.477500000000000036e+00,9.984696976820490733e-01
1.479400000000000048e+00,9.984697014250732972e-01
1.481300000000000061e+00,9.984697042044601289e-01
1.483200000000000074e+00,9.984697056670999160e-01
1.485100000000000087e+00,9.984697054293857343e-01
1.487000000000000099e+00,9.984697030870396395e-01
1.488900000000000112e+00,9.984696984046902424e-01
1.490800000000000125e+00,9.984696915133121076e-01
1.492700000000000138e+00,9.984696830493032804e-01
1.494600000000000151e+00,9.984696741951669674e-01
1.496500000000000163e+00,9.984696665652541547e-01
1.498400000000000176e+00,9.984696618310624494e-01
1.500300000000000189e+00,9.984696611987026182e-01
1.502199999999999980e+00,9.984696650369434545e-01
1.504099999999999993e+00,9.984696725449291321e-01
1.506000000000000005e+00,9.984696812933471222e-01
1.507900000000000018e+00,9.984696870023878068e-01
1.509800000000000031e+00,9.984696838656024198e-01
1.511700000000000044e+00,9.984696653390470189e-01
1.513600000000000056e+00,9.984696252699274410e-01
1.515500000000000069e+00,9.984695592410609555e-01
1.517400000000000082e+00,9.984694658976166481e-01
1.519300000000000095e+00,9.984693478885321438e-01
1.521200000000000108e+00,9.984692121838766310e-01
1.523100000000000120e+00,9.984690698224637506e-01
1.525000000000000133e+00,9.984689349563696803e-01
1.526900000000000146e+00,9.984688229665449333e-01
1.528800000000000159e+00,9.984687480237841584e-01
1.530700000000000172e+00,9.984687206724474073e-01
1.532600000000000184e+00,9.984687456390539673e-01
1.534499999999999975e+00,9.984688201933589191e-01
1.536399999999999988e+00,9.984689337499652595e-01
1.538300000000000001e+00,9.984690690547260994e-01
1.540200000000000014e+00,9.984692045456314835e-01
1.542100000000000026e+00,9.984693173819850776e-01
1.544000000000000039e+00,9.984693870509148139e-01
1.545900000000000052e+00,9.984693990993426249e-01
1.547800000000000065e+00,9.984693479001167660e-01
1.549700000000000077e+00,9.984692378922979117e-01
1.551600000000000090e+00,9.984690834304513762e-01
1.553500000000000103e+00,9.984689070037466863e-01
1.555400000000000116e+00,9.984687355157282340e-01
1.557300000000000129e+00,9.984685954491813176e-01
1.559200000000000141e+00,9.984685082989246396e-01
1.561100000000000154e+00,9.984684866941228032e-01
1.563000000000000167e+00,9.984685313546776131e-01
1.564900000000000180e+00,9.984686301735852254e-01
1.566800000000000193e+00,9.984687602868467238e-01
1.568699999999999983e+00,9.984688918506104960e-01
1.570599999999999996e+00,9.984689923644136655e-01
1.572500000000000009e+00,9.984690322725032763e-01
1.574400000000000022e+00,9.984689914774828035e-01
1.576300000000000034e+00,9.984688635568345072e-01
1.578200000000000047e+00,9.984686561366830082e-01
1.580100000000000060e+00,9.984683901603430556e-01
1.582000000000000073e+00,9.984680989799822326e-01
1.583900000000000086e+00,9.984678230071475369e-01
1.585800000000000098e+00,9.984675993583689291e-01
1.587700000000000111e+00,9.984674550724340625e-01
1.589600000000000124e+00,9.984674093614835932e-01
1.591500000000000137e+00,9.984674762456112740e-01
1.593400000000000150e+00,9.984676574216121425e-01
1.595300000000000162e+00,9.984679323266717477e-01
1.597200000000000175e+00,9.984682613569669796e-01
1.599100000000000188e+00,9.984686023224552676e-01
1.600999999999999979e+00,9.984689231653366415e-01
1.602899999999999991e+00,9.984692016808880410e-01
1.604800000000000004e+00,9.984694212699288807e-01
1.606700000000000017e+00,9.984695725452116255e-01
1.608600000000000030e+00,9.984696572175105755e-01
1.610500000000000043e+00,9.984696866982133434e-01
1.612400000000000055e+00,9.984696767140972540e-01
1.614300000000000068e+00,9.984696436424993493e-01
1.616200000000000081e+00,9.984696029593352895e-01
1.618100000000000094e+00,9.984695671381095261e-01
1.620000000000000107e+00,9.984695436514542388e-01
1.621900000000000119e+00,9.984695351440836530e-01
1.623800000000000132e+00,9.984695410184295516e-01
1.625700000000000145e+00,9.984695585308572818e-01
1.627600000000000158e+00,9.984695834904337985e-01
1.629500000000000171e+00,9.984696113509778925e-01
1.631400000000000183e+00,9.984696379937055832e-01
1.633300000000000196e+00,9.984696594870622333e-01
1.635199999999999987e+00,9.984696717031957824e-01
1.637100000000000000e+00,9.984696705266088435e-01
1.639000000000000012e+00,9.984696520950691045e-01
1.640900000000000025e+00,9.984696128082869437e-01
1.642800000000000038e+00,9.984695497342593873e-01
1.644700000000000051e+00,9.984694615716023236e-01
1.646600000000000064e+00,9.984693494957846971e-01
1.648500000000000076e+00,9.984692174895357653e-01
1.650400000000000089e+00,9.984690723535939449e-01
1.652300000000000102e+00,9.984689233458304836e-01
1.654200000000000115e+00,9.984687810968626565e-01
1.656100000000000128e+00,9.984686559991207133e-01
1.658000000000000140e+00,9.984685566470176132e-01
1.659900000000000153e+00,9.984684885391117426e-01
1.661800000000000166e+00,9.984684531371251781e-01
1.663700000000000179e+00,9.984684476488357996e-01
1.665600000000000191e+00,9.984684657058987556e-01
1.667499999999999982e+00,9.984684986044255472e-01
1.669399999999999995e+00,9.984685367738185269e-01
1.671300000000000008e+00,9.984685714011467539e-01
1.673200000000000021e+00,9.984685959447614501e-01
1.675100000000000033e+00,9.984686070297658089e-01
1.677000000000000046e+00,9.984686045717453551e-01
1.678900000000000059e+00,9.984685913962820791e-01
1.680800000000000072e+00,9.984685725386669430e-01
1.682700000000000085e+00,9.984685542324704954e-01
1.684600000000000097e+00,9.984685427727274520e-01
1.686500000000000110e+00,9.984685436154819849e-01
1.688400000000000123e+00,9.984685608307449778e-01
1.690300000000000136e+00,9.984685967829124431e-01
1.692200000000000149e+00,9.984686520313966751e-01
1.694100000000000161e+00,9.984687254590308703e-01
1.696000000000000174e+00,9.984688144778394170e-01
1.697900000000000187e+00,9.984689152364524256e-01
1.699799999999999978e+00,9.984690228371612131e-01
1.701699999999999990e+00,9.984691314895800529e-01
1.703600000000000003e+00,9.984692345791511547e-01
1.705500000000000016e+00,9.984693247911685665e-01
1.707400000000000029e+00,9.984693944788857189e-01
1.709300000000000042e+00,9.984694362735199169e-01
1.711200000000000054e+00,9.984694437184140625e-01
1.713100000000000067e+00,9.984694118966178644e-01
1.715000000000000080e+00,9.984693382056496480e-01
1.716900000000000093e+00,9.984692231550340580e-01
1.718800000000000106e+00,9.984690709169495859e-01
1.720700000000000118e+00,9.984688895181852430e-01
1.722600000000000131e+00,9.984686905877847574e-01
1.724500000000000144e+00,9.984684885846849545e-01
1.726400000000000157e+00,9.984682995059058763e-01
1.728300000000000169e+00,9.984681391696755837e-01
1.730200000000000182e+00,9.984680213517455050e-01
1.732100000000000195e+00,9.984679561065447073e-01
1.733999999999999986e+00,9.984679485274826627e-01
1.735899999999999999e+00,9.984679981407801330e-01
1.737800000000000011e+00,9.984680989175682697e-01
1.739700000000000024e+00,9.984682397786013297e-01
1.741600000000000037e+00,9.984684056397066243e-01
1.743500000000000050e+00,9.984685789939192757e-01
1.745400000000000063e+00,9.984687417924832387e-01
1.747300000000000075e+00,9.984688774204378836e-01
1.749200000000000088e+00,9.984689726480958649e-01
1.751100000000000101e+00,9.984690193653600332e-01
1.753000000000000114e+00,9.984690157756318518e-01
1.754900000000000126e+00,9.984689666815849129e-01
1.756800000000000139e+00,9.984688827499951236e-01
1.758700000000000152e+00,9.984687789605585229e-01
1.760600000000000165e+00,9.984686724901467025e-01
1.762500000000000178e+00,9.984685803225783474e-01
1.764400000000000190e+00,9.984685169693338080e-01
1.766299999999999981e+00,9.984684926327004328e-01
1.768199999999999994e+00,9.984685120621535903e-01
1.770100000000000007e+00,9.984685742273707865e-01
1.772000000000000020e+00,9.984686726873484020e-01
1.773900000000000032e+00,9.984687964637105617e-01
1.775800000000000045e+00,9.984689313778196684e-01
1.777700000000000058e+00,9.984690618650887695e-01
1.779600000000000071e+00,9.984691731065221676e-01
1.781500000000000083e+00,9.984692530781836828e-01
1.783400000000000096e+00,9.984692940775752312e-01
1.785300000000000109e+00,9.984692934925698538e-01
1.787200000000000122e+00,9.984692537296094850e-01
1.789100000000000135e+00,9.984691812494843610e-01
1.791000000000000147e+00,9.984690848828065013e-01
1.792900000000000160e+00,9.984689739207476267e-01
1.794800000000000173e+00,9.984688565341227617e-01
1.796700000000000186e+00,9.984687388849069478e-01
1.798599999999999977e+00,9.984686250128228524e-01
1.800499999999999989e+00,9.984685173250307244e-01
1.802400000000000002e+00,9.984684174468867468e-01
1.804300000000000015e+00,9.984683272055528969e-01
1.806200000000000028e+00,9.984682494526236907e-01
1.808100000000000041e+00,9.984681884284127840e-01
1.810000000000000053e+00,9.984681495333426193e-01
1.811900000000000066e+00,9.984681385989976343e-01
1.813800000000000079e+00,9.984681609073581265e-01
1.815700000000000092e+00,9.984682201403046742e-01
1.817600000000000104e+00,9.984683173174891957e-01
1.819500000000000117e+00,9.984684499238688504e-01
1.821400000000000130e+00,9.984686115569990639e-01
1.823300000000000143e+00,9.984687922322441622e-01
1.825200000000000156e+00,9.984689792924230645e-01
1.827100000000000168e+00,9.984691588351125580e-01
1.829000000000000181e+00,9.984693175707782808e-01
1.830900000000000194e+00,9.984694449702873342e-01
1.832799999999999985e+00,9.984695352877174246e-01
1.834699999999999998e+00,9.984695887871281039e-01
1.836600000000000010e+00,9.984696116534127475e-01
1.838500000000000023e+00,9.984696144387706918e-01
1.840400000000000036e+00,9.984696092840937842e-01
1.842300000000000049e+00,9.984696065456249991e-01
1.844200000000000061e+00,9.984696116851723424e-01
1.846100000000000074e+00,9.984696234021828154e-01
1.848000000000000087e+00,9.984696339150559430e-01
1.849900000000000100e+00,9.984696315897810814e-01
1.851800000000000113e+00,9.984696050574214388e-01
1.853700000000000125e+00,9.984695473275443378e-01
1.855600000000000138e+00,9.984694583861281059e-01
1.857500000000000151e+00,9.984693453208732805e-01
1.859400000000000164e+00,9.984692199171405491e-01
1.861300000000000177e+00,9.984690945353005276e-01
1.863200000000000189e+00,9.984689778727376952e-01
1.865099999999999980e+00,9.984688725265206122e-01
1.866999999999999993e+00,9.984687755280328147e-01
1.868900000000000006e+00,9.984686816513289598e-01
1.870800000000000018e+00,9.984685880469749142e-01
1.872700000000000031e+00,9.984684981061707765e-01
1.874600000000000044e+00,9.984684228104788728e-01
1.876500000000000057e+00,9.984683788337850308e-01
1.878400000000000070e+00,9.984683837801172634e-01
1.880300000000000082e+00,9.984684500792847528e-01
1.882200000000000095e+00,9.984685797820030961e-01
1.884100000000000108e+00,9.984687622579985211e-01
1.886000000000000121e+00,9.984689757329227033e-01
1.887900000000000134e+00,9.984691921409502013e-01
1.889800000000000146e+00,9.984693836515526888e-01
1.891700000000000159e+00,9.984695289941140084e-01
1.893600000000000172e+00,9.984696179493989243e-01
1.895500000000000185e+00,9.984696528089290757e-01
1.897399999999999975e+00,9.984696464683017192e-01
1.899299999999999988e+00,9.984696178877024986e-01
1.901200000000000001e+00,9.984695864545317656e-01
1.903100000000000014e+00,9.984695670066048301e-01
1.905000000000000027e+00,9.984695667679975850e-01
1.906900000000000039e+00,9.984695846963657084e-01
1.908800000000000052e+00,9.984696131683460374e-01
1.910700000000000065e+00,9.984696413222584610e-01
1.912600000000000078e+00,9.984696587887440522e-01
1.914500000000000091e+00,9.984696583762695532e-01
1.916400000000000103e+00,9.984696367625076618e-01
1.918300000000000116e+00,9.984695933124938527e-01
1.920200000000000129e+00,9.984695281639055509e-01
1.922100000000000142e+00,9.984694409483453326e-01
1.924000000000000155e+00,9.984693310138966771e-01
1.925900000000000167e+00,9.984691992431615759e-01
1.927800000000000180e+00,9.984690507194550202e-01
1.929700000000000193e+00,9.984688967715150687e-01
1.931599999999999984e+00,9.984687547538411145e-01
1.933499999999999996e+00,9.984686447124330178e-01
1.935400000000000009e+00,9.984685837680954412e-01
1.937300000000000022e+00,9.984685806081928794e-01
1.939200000000000035e+00,9.984686326584055749e-01
1.941100000000000048e+00,9.984687272376975287e-01
1.943000000000000060e+00,9.984688462054215341e-01
1.944900000000000073e+00,9.984689720398126633e-01
1.946800000000000086e+00,9.984690924835263326e-01
1.948700000000000099e+00,9.984692013756264473e-01
1.950600000000000112e+00,9.984692951342427625e-01
1.952500000000000124e+00,9.984693668902994146e-01
1.954400000000000137e+00,9.984694020593581909e-01
1.956300000000000150e+00,9.984693788350300636e-01
1.958200000000000163e+00,9.984692747938375135e-01
1.960100000000000176e+00,9.984690776407671997e-01
1.962000000000000188e+00,9.984687954142495991e-01
1.963899999999999979e+00,9.984684608598928257e-01
1.965799999999999992e+00,9.984681268553775579e-01
1.967700000000000005e+00,9.984678534526273408e-01
1.969600000000000017e+00,9.984676905935415681e-01
1.971500000000000030e+00,9.984676625945505535e-01
1.973400000000000043e+00,9.984677603431443282e-01
1.975300000000000056e+00,9.984679447149512610e-01
1.977200000000000069e+00,9.984681602900397079e-01
1.979100000000000081e+00,9.984683538414959036e-01
1.981000000000000094e+00,9.984684902959740649e-01
1.982900000000000107e+00,9.984685606417770254e-01
1.984800000000000120e+00,9.984685798660124512e-01
1.986700000000000133e+00,9.984685768423299246e-01
1.988600000000000145e+00,9.984685809512202637e-01
1.990500000000000158e+00,9.984686111273464171e-01
1.992400000000000171e+00,9.984686714673030039e-01
1.994300000000000184e+00,9.984687538899666981e-01
1.996199999999999974e+00,9.984688449515722874e-01
1.998099999999999987e+00,9.984689329499810695e-01
2.000000000000000000e+00,9.984690123927174588e-01
