Axial Freqs, Avg. Fidelities
9.093999999999999861e-01,9.984696399851706872e-01
9.112999999999999989e-01,9.984696549871499016e-01
9.132000000000000117e-01,9.984696706337962135e-01
9.151000000000000245e-01,9.984696842023564889e-01
9.169999999999999263e-01,9.984696935843550003e-01
9.188999999999999391e-01,9.984696979534503081e-01
9.207999999999999519e-01,9.984696973469078252e-01
9.226999999999999647e-01,9.984696921059992292e-01
9.245999999999999774e-01,9.984696825678543997e-01
9.264999999999999902e-01,9.984696683870470935e-01
9.284000000000000030e-01,9.984696480081699521e-01
9.303000000000000158e-01,9.984696190681626726e-01
9.322000000000000286e-01,9.984695796559576175e-01
9.340999999999999304e-01,9.984695298775130290e-01
9.359999999999999432e-01,9.984694724885848638e-01
9.378999999999999559e-01,9.984694119336795515e-01
9.397999999999999687e-01,9.984693523215275590e-01
9.416999999999999815e-01,9.984692951805630434e-01
9.435999999999999943e-01,9.984692384974015456e-01
9.455000000000000071e-01,9.984691780192429533e-01
9.474000000000000199e-01,9.984691100348849213e-01
9.492999999999999217e-01,9.984690344677212837e-01
9.511999999999999345e-01,9.984689566917216430e-01
9.530999999999999472e-01,9.984688862474760951e-01
9.549999999999999600e-01,9.984688324759470879e-01
9.568999999999999728e-01,9.984687988937407388e-01
9.587999999999999856e-01,9.984687790829666065e-01
9.606999999999999984e-01,9.984687567323886626e-01
9.626000000000000112e-01,9.984687104936379454e-01
9.645000000000000240e-01,9.984686226044500179e-01
9.663999999999999257e-01,9.984684885600128013e-01
9.682999999999999385e-01,9.984683231178227425e-01
9.701999999999999513e-01,9.984681589370207888e-01
9.720999999999999641e-01,9.984680376261190204e-01
9.739999999999999769e-01,9.984679963256778423e-01
9.758999999999999897e-01,9.984680552979824375e-01
9.778000000000000025e-01,9.984682112562429657e-01
9.797000000000000153e-01,9.984684383562313359e-01
9.816000000000000281e-01,9.984686964148036248e-01
9.834999999999999298e-01,9.984689434468280167e-01
9.853999999999999426e-01,9.984691479139519155e-01
9.872999999999999554e-01,9.984692961147434431e-01
9.891999999999999682e-01,9.984693917768273641e-01
9.910999999999999810e-01,9.984694489894154756e-01
9.929999999999999938e-01,9.984694830358096240e-01
9.949000000000000066e-01,9.984695032475618959e-01
9.968000000000000194e-01,9.984695101281970686e-01
9.986999999999999211e-01,9.984694971432102051e-01
1.000599999999999934e+00,9.984694557674735904e-01
1.002499999999999947e+00,9.984693813836539311e-01
1.004399999999999959e+00,9.984692771395701216e-01
1.006299999999999972e+00,9.984691540437559132e-01
1.008199999999999985e+00,9.984690280735414314e-01
1.010099999999999998e+00,9.984689159596543684e-01
1.012000000000000011e+00,9.984688313219116651e-01
1.013900000000000023e+00,9.984687826834734992e-01
1.015800000000000036e+00,9.984687734867067066e-01
1.017700000000000049e+00,9.984688032148080206e-01
1.019600000000000062e+00,9.984688686461815621e-01
1.021500000000000075e+00,9.984689644366597783e-01
1.023400000000000087e+00,9.984690830642269921e-01
1.025300000000000100e+00,9.984692145148100773e-01
1.027200000000000113e+00,9.984693460738486293e-01
1.029100000000000126e+00,9.984694630011675676e-01
1.031000000000000139e+00,9.984695501173042054e-01
1.032899999999999929e+00,9.984695936052534471e-01
1.034799999999999942e+00,9.984695830464435096e-01
1.036699999999999955e+00,9.984695138238969259e-01
1.038599999999999968e+00,9.984693895411661524e-01
1.040499999999999980e+00,9.984692236764178830e-01
1.042399999999999993e+00,9.984690391811227306e-01
1.044300000000000006e+00,9.984688653810055436e-01
1.046200000000000019e+00,9.984687324702724576e-01
1.048100000000000032e+00,9.984686643021355446e-01
1.050000000000000044e+00,9.984686712379321483e-01
1.051900000000000057e+00,9.984687452580903733e-01
1.053800000000000070e+00,9.984688590712155198e-01
1.055700000000000083e+00,9.984689706857202696e-01
1.057600000000000096e+00,9.984690333098343862e-01
1.059500000000000108e+00,9.984690080522035105e-01
1.061400000000000121e+00,9.984688757126974901e-01
1.063300000000000134e+00,9.984686438115688567e-01
1.065199999999999925e+00,9.984683464109069817e-01
1.067099999999999937e+00,9.984680366266509566e-01
1.068999999999999950e+00,9.984677736289707672e-01
1.070899999999999963e+00,9.984676079916661173e-01
1.072799999999999976e+00,9.984675700450807989e-01
1.074699999999999989e+00,9.984676642474652475e-01
1.076600000000000001e+00,9.984678705517273656e-01
1.078500000000000014e+00,9.984681516691090719e-01
1.080400000000000027e+00,9.984684633352044481e-01
1.082300000000000040e+00,9.984687644723444500e-01
1.084200000000000053e+00,9.984690246835818961e-01
1.086100000000000065e+00,9.984692276365265684e-01
1.088000000000000078e+00,9.984693705095590843e-01
1.089900000000000091e+00,9.984694604938398887e-01
1.091800000000000104e+00,9.984695099707403543e-01
1.093700000000000117e+00,9.984695322530120487e-01
1.095600000000000129e+00,9.984695388253436166e-01
1.097500000000000142e+00,9.984695383060321339e-01
1.099399999999999933e+00,9.984695368898157675e-01
1.101300000000000168e+00,9.984695391822228094e-01
1.103200000000000180e+00,9.984695483052451470e-01
1.105100000000000193e+00,9.984695648482239116e-01
1.106999999999999984e+00,9.984695852290634832e-01
1.108899999999999997e+00,9.984696009008452444e-01
1.110800000000000010e+00,9.984695992499442729e-01
1.112700000000000022e+00,9.984695659906462906e-01
1.114600000000000035e+00,9.984694884753567701e-01
1.116500000000000048e+00,9.984693588901603079e-01
1.118400000000000061e+00,9.984691764449857843e-01
1.120300000000000074e+00,9.984689482419337736e-01
1.122200000000000086e+00,9.984686885467364270e-01
1.124100000000000099e+00,9.984684165180203186e-01
1.126000000000000112e+00,9.984681528912809911e-01
1.127900000000000125e+00,9.984679163041860761e-01
1.129800000000000137e+00,9.984677203253743416e-01
1.131700000000000150e+00,9.984675719551135975e-01
1.133600000000000163e+00,9.984674717772037411e-01
1.135500000000000176e+00,9.984674157297829256e-01
1.137400000000000189e+00,9.984673976436514442e-01
1.139299999999999979e+00,9.984674112385191203e-01
1.141199999999999992e+00,9.984674510247213419e-01
1.143100000000000005e+00,9.984675122986796936e-01
1.145000000000000018e+00,9.984675909839687558e-01
1.146900000000000031e+00,9.984676839877414389e-01
1.148800000000000043e+00,9.984677897995811735e-01
1.150700000000000056e+00,9.984679087325473157e-01
1.152600000000000069e+00,9.984680423139487004e-01
1.154500000000000082e+00,9.984681916459118289e-01
1.156400000000000095e+00,9.984683555931677112e-01
1.158300000000000107e+00,9.984685299122962876e-01
1.160200000000000120e+00,9.984687076956157981e-01
1.162100000000000133e+00,9.984688808992686626e-01
1.164000000000000146e+00,9.984690419918184068e-01
1.165900000000000158e+00,9.984691847712938717e-01
1.167800000000000171e+00,9.984693044870439627e-01
1.169700000000000184e+00,9.984693979984046175e-01
1.171600000000000197e+00,9.984694646088790870e-01
1.173499999999999988e+00,9.984695073051651493e-01
1.175400000000000000e+00,9.984695329007849951e-01
1.177300000000000013e+00,9.984695501349492019e-01
1.179200000000000026e+00,9.984695664413836269e-01
1.181100000000000039e+00,9.984695850723110944e-01
1.183000000000000052e+00,9.984696043242164976e-01
1.184900000000000064e+00,9.984696191936891507e-01
1.186800000000000077e+00,9.984696239148758146e-01
1.188700000000000090e+00,9.984696134263401079e-01
1.190600000000000103e+00,9.984695827336652618e-01
1.192500000000000115e+00,9.984695250659602062e-01
1.194400000000000128e+00,9.984694313746437233e-01
1.196300000000000141e+00,9.984692929433972575e-01
1.198200000000000154e+00,9.984691063608245321e-01
