3.557600858295360808e+02,2.517014920071048039e+02,1.734690909090909372e+02,2.066413872832370089e+02,3.098099257447754553e+02,3.776570858295360722e+02,2.767812844599349660e+02,2.033642870773541631e+02,2.268492268314210492e+02,2.422170909090909277e+02,2.537207902683116458e+02,2.639779257447754617e+02,3.454099257447754781e+02,3.530399257447754735e+02,3.649165803351804698e+02,3.140741976225330063e+02,2.973190504928555242e+02,2.350698261187405649e+02,2.181566787311049893e+02,2.354043793706293570e+02,2.570174768673109611e+02,2.616489017199017439e+02,2.737239723299659886e+02,2.901686338905925595e+02,3.630195909858950358e+02,2.965641017035952132e+02,4.074330909090909927e+02,4.379855793162039959e+02,nan
1.881911553784860303e+02,2.984205678212235853e+02,2.753699552107727868e+02,2.313441920329669870e+02,1.281756535714285405e+02,2.100881553784859932e+02,3.235003602740537190e+02,3.052651513790360127e+02,2.737163089160838467e+02,2.066219552107727964e+02,2.003772819364974964e+02,1.740076535714285342e+02,1.637756535714285064e+02,1.714056535714285303e+02,2.292221553784860362e+02,2.360478622057952691e+02,2.579848642299856465e+02,3.281153917329884280e+02,3.200575430327868389e+02,2.929374780239289180e+02,2.817202816170409392e+02,2.852471553784860134e+02,2.702272688780561225e+02,2.051910677345186400e+02,2.402684976081257560e+02,2.591242250000000240e+02,3.682062497181087224e+02,nan,4.379855793162039959e+02
1.800150943396226637e+02,1.793426086956521885e+02,2.339640000000000271e+02,2.021925802816901125e+02,3.053611187432285874e+02,2.019120943396226266e+02,2.044224011484824075e+02,2.558120662756244030e+02,2.445646971648070291e+02,2.551358060881417202e+02,2.492719832667648063e+02,2.595291187432285938e+02,3.409611187432286101e+02,3.485911187432286056e+02,2.210460943396226696e+02,2.278718011669319026e+02,2.249601671814029089e+02,2.268565529187597178e+02,2.727558848986844851e+02,2.637858662726520720e+02,2.525686698657640932e+02,2.770710943396226753e+02,2.620512078391927275e+02,3.256553204444530820e+02,2.906607076744424489e+02,2.921152947020482884e+02,nan,3.682062497181087224e+02,4.074330909090909927e+02
2.390414129666571910e+02,2.348396673475101011e+02,1.284750135992746891e+02,8.992271442035816165e+01,1.309485714285714266e+02,2.609384129666572107e+02,2.599194598003402916e+02,1.583702097675379150e+02,1.322948313034750356e+02,1.428659402268097836e+02,1.370021174054327844e+02,1.472592528818966287e+02,1.665485714285714209e+02,1.741785714285714164e+02,2.800724129666572253e+02,2.868981197939664298e+02,2.707299683211376191e+02,1.900757488089243168e+02,1.731626014212887412e+02,1.515160004113200785e+02,1.402988040044320996e+02,2.166548244100854959e+02,1.570052994670871271e+02,2.079639855916615545e+02,2.430414154652686705e+02,nan,2.921152947020482884e+02,2.591242250000000240e+02,2.965641017035952132e+02
2.215475114215277301e+02,1.113180989787902604e+02,2.176827527270256724e+02,1.749541272430668926e+02,1.120928440366972438e+02,2.434445114215276931e+02,1.363978914316204509e+02,1.877875565587624465e+02,2.173262441261837523e+02,1.905391456760414997e+02,1.842944724017661997e+02,1.579248440366972375e+02,1.476928440366972382e+02,1.553228440366972336e+02,2.245331873068659547e+02,1.736908045942184913e+02,1.569356574645410092e+02,1.588320432018978181e+02,2.047313751818225569e+02,2.365474132340287952e+02,2.253302168271407879e+02,2.154498035242448282e+02,2.420367122897958438e+02,1.891082581997873717e+02,nan,2.430414154652686705e+02,2.906607076744424489e+02,2.402684976081257560e+02,3.630195909858950358e+02
1.456402261048304183e+02,1.502488188976378183e+02,1.166995429815016365e+02,1.801839526246286027e+02,7.701541416309011368e+01,1.675372261048304097e+02,1.753286113504680088e+02,1.465947391497648482e+02,1.700796789038317058e+02,1.554617158024343553e+02,1.492170425281590838e+02,1.228474141630901215e+02,1.126154141630901222e+02,1.202454141630901177e+02,1.866712261048303958e+02,1.934969329321396856e+02,1.958663773833885671e+02,1.783002781911512784e+02,1.613871308035157028e+02,1.786348314430400990e+02,2.305600422087025265e+02,2.048793537923124291e+02,2.276763396044004821e+02,nan,1.891082581997873717e+02,2.079639855916615545e+02,3.256553204444530820e+02,2.051910677345186400e+02,2.901686338905925595e+02
8.203611349957007803e+01,1.922655259423075620e+02,1.628348378521759514e+02,6.708258504672896549e+01,1.702511235082674261e+02,1.039331134995700836e+02,2.173453183951376673e+02,1.927300340204392057e+02,1.094547019298458395e+02,1.200258108531806016e+02,1.141619880318036024e+02,1.244191235082674467e+02,2.058511235082674489e+02,2.134811235082674443e+02,1.230671134995700839e+02,1.298928203268793027e+02,1.518298223510697085e+02,2.244355730618256075e+02,2.075224256741900035e+02,1.286758710376908823e+02,1.174586746308029035e+02,1.790921134995700754e+02,nan,2.276763396044004821e+02,2.420367122897958438e+02,1.570052994670871271e+02,2.620512078391927275e+02,2.702272688780561225e+02,2.737239723299659886e+02
9.705599999999999739e+01,1.041317045454545536e+02,8.817981081081080674e+01,1.839320636162578069e+02,2.353741124501550530e+02,1.189530000000000030e+02,1.292114969982847299e+02,1.180750069790740469e+02,1.415599467331409187e+02,1.569278108108107972e+02,2.286923292202364451e+02,2.412686020777962881e+02,2.709741124501550757e+02,2.786041124501550712e+02,1.380869999999999891e+02,1.449127068273092505e+02,1.497492630312053166e+02,1.497805460204604344e+02,1.328673986328248589e+02,1.501150992723492266e+02,2.343081532003317307e+02,nan,1.790921134995700754e+02,2.048793537923124291e+02,2.154498035242448282e+02,2.166548244100854959e+02,2.770710943396226753e+02,2.852471553784860134e+02,2.616489017199017439e+02
1.994947881303729673e+02,2.524929961377563643e+02,1.461283423895209239e+02,5.037608958407393800e+01,1.535446280456123986e+02,2.213917881303729587e+02,2.775727885905865264e+02,1.760235385577841498e+02,9.274820646719079775e+01,1.033193153905255599e+02,9.745549256914856073e+01,1.077126280456124050e+02,1.891446280456123930e+02,1.967746280456123884e+02,2.405257881303729732e+02,2.473514949576822062e+02,2.344231818917662054e+02,2.077290775991705232e+02,1.908159302115349476e+02,1.119693755750358406e+02,nan,2.343081532003317307e+02,1.174586746308029035e+02,2.305600422087025265e+02,2.253302168271407879e+02,1.402988040044320996e+02,2.525686698657640932e+02,2.817202816170409392e+02,2.570174768673109611e+02
2.107119845372609177e+02,1.682999422097738602e+02,6.193528846153845535e+01,6.159328599096190970e+01,1.647618244525003774e+02,2.326089845372609091e+02,1.933797346626040508e+02,9.183048462980167415e+01,1.039654028740788050e+02,1.145365117974135245e+02,1.086726889760365395e+02,1.189298244525003838e+02,2.003618244525004002e+02,2.079918244525003956e+02,2.517429845372609236e+02,2.306726478252020911e+02,2.041902431834013214e+02,1.235360236711880759e+02,1.066228762835525146e+02,nan,1.119693755750358406e+02,1.501150992723492266e+02,1.286758710376908823e+02,1.786348314430400990e+02,2.365474132340287952e+02,1.515160004113200785e+02,2.637858662726520720e+02,2.929374780239289180e+02,2.354043793706293570e+02
2.036426886457697663e+02,9.341327620303229651e+01,4.468758782201405921e+01,1.404398406274610522e+02,1.918818894613583552e+02,2.255396886457697576e+02,1.184930686558624870e+02,7.458278399027727801e+01,9.806772374434416406e+01,1.134355878220140852e+02,1.852001062314396904e+02,1.977763790889995619e+02,2.274818894613583211e+02,2.351118894613583166e+02,2.066283645311079908e+02,1.557859818184605274e+02,1.390308346887830453e+02,1.062883230316636798e+02,nan,1.066228762835525146e+02,1.908159302115349476e+02,1.328673986328248589e+02,2.075224256741900035e+02,1.613871308035157028e+02,2.047313751818225569e+02,1.731626014212887412e+02,2.727558848986844851e+02,3.200575430327868389e+02,2.181566787311049893e+02
