9.925260282829216907e-01,9.986876287038367606e-01,9.980362996376790363e-01,9.982051660342562416e-01,9.989091589649553571e-01,9.985763465823632723e-01,9.987544148286738865e-01,9.988728372774827724e-01,9.987405557545915302e-01,9.988583109830521112e-01
9.925318548876699287e-01,9.986932509960145810e-01,9.980419522485969308e-01,9.982108111661806005e-01,9.989147823445171381e-01,9.985819827453018549e-01,9.987600399233634851e-01,9.988784585749703737e-01,9.987461801379620141e-01,9.988639287139889911e-01
9.925334333033258849e-01,9.986948771529360336e-01,9.980435675473023904e-01,9.982124383960194747e-01,9.989164103374932324e-01,9.985836047550646910e-01,9.987616691792658985e-01,9.988800820927817847e-01,9.987478018131064061e-01,9.988655552007522642e-01
9.925374754100552144e-01,9.986986772417112412e-01,9.980474088153051815e-01,9.982162560867267054e-01,9.989202091739057821e-01,9.985874228304281175e-01,9.987654672620661644e-01,9.988838852337061924e-01,9.987516101548244984e-01,9.988693507649323289e-01
9.925326450133146183e-01,9.986939299771461220e-01,9.980426443165771877e-01,9.982115002786312585e-01,9.989154591822714258e-01,9.985826657690086705e-01,9.987607190706007110e-01,9.988791354430687219e-01,9.987468590731243268e-01,9.988646051038618801e-01
9.925259064503779705e-01,9.986873170312953185e-01,9.980360076932267566e-01,9.982048729041177459e-01,9.989088422088913122e-01,9.985760394459933798e-01,9.987541038203198163e-01,9.988725200393618886e-01,9.987402421163694699e-01,9.988579947247600010e-01
9.925232071687322133e-01,9.986845801823934776e-01,9.980332804812004355e-01,9.982021305428991909e-01,9.989061016142063432e-01,9.985733050354076434e-01,9.987513615433097902e-01,9.988697860277077067e-01,9.987375102697174656e-01,9.988552574075427737e-01
9.925149128409588295e-01,9.986765916654510855e-01,9.980252401225769843e-01,9.981941130749588664e-01,9.988981102842043880e-01,9.985652908193376476e-01,9.987433704082860908e-01,9.988617928091372278e-01,9.987295113646768030e-01,9.988472728848366566e-01
9.925112213366446001e-01,9.986729394183062603e-01,9.980215808692124435e-01,9.981904534517096472e-01,9.988944540447045606e-01,9.985616318120348334e-01,9.987397130757137420e-01,9.988581365079606256e-01,9.987258544905651680e-01,9.988436170664591884e-01
9.925113675887260456e-01,9.986731078187071065e-01,9.980217515224857339e-01,9.981906165867658887e-01,9.988946228181303510e-01,9.985618004048787411e-01,9.987398761363109889e-01,9.988583033827908020e-01,9.987260203263069736e-01,9.988437799311995491e-01
