9.906639899398298477e-01,9.966477678768441706e-01,9.965643892482020094e-01,9.969659076695973621e-01,9.976407897949018944e-01,9.972884462592943589e-01,9.972860440009628791e-01,9.971931159495424080e-01,9.968887182874152098e-01,9.968350902512791434e-01
9.908180659894385567e-01,9.968030930296585268e-01,9.967207249368137401e-01,9.971226854577489584e-01,9.977976281184585128e-01,9.974450803821195422e-01,9.974422732803017722e-01,9.973489536883093365e-01,9.970442147560417689e-01,9.969903404213067422e-01
9.910515862819178068e-01,9.970381692059884227e-01,9.969567646168269182e-01,9.973591342612566635e-01,9.980340636961043677e-01,9.976811946422936561e-01,9.976779416349891294e-01,9.975842171771551747e-01,9.972791801460415551e-01,9.972251621246867037e-01
9.912981583631718108e-01,9.972853279771195512e-01,9.972043744895505712e-01,9.976068093988431640e-01,9.982815601804696515e-01,9.979284009033706493e-01,9.979248307600473433e-01,9.978309186830500721e-01,9.975258373865836248e-01,9.974718990457221990e-01
9.914473509535309814e-01,9.974342006233666291e-01,9.973528313476586193e-01,9.977549531487772683e-01,9.984294470444391445e-01,9.980761206422867904e-01,9.980725579908307221e-01,9.979787790964167460e-01,9.976739554460875015e-01,9.976203460403905154e-01
9.913894024622363910e-01,9.973749574024093345e-01,9.972925591568838621e-01,9.976941512887301799e-01,9.983684686489031623e-01,9.980152445733179167e-01,9.980120178701140654e-01,9.979186346404571584e-01,9.976142208320635252e-01,9.975609674415258921e-01
9.910231383282702700e-01,9.970069494283201328e-01,9.969235120511650283e-01,9.973247274591205969e-01,9.979991887931988215e-01,9.976464431294037594e-01,9.976437791073434758e-01,9.975508509793156176e-01,9.972466942245926669e-01,9.971934717484585153e-01
9.902724992405617099e-01,9.962553155726867615e-01,9.961713153477312899e-01,9.965727247868988448e-01,9.972478812830198880e-01,9.968959869816556019e-01,9.968940372230550295e-01,9.968013909144660678e-01,9.964970443434983949e-01,9.964432636176099312e-01
9.891384445574989970e-01,9.951207874763944305e-01,9.950369672760438489e-01,9.954391876529566918e-01,9.961155735380914367e-01,9.957649100716647883e-01,9.957637198009381407e-01,9.956711174368316764e-01,9.953660751231836468e-01,9.953110685259677348e-01
9.876831897815291361e-01,9.936653676560011084e-01,9.935820611217078824e-01,9.939854479335217263e-01,9.946634280681788676e-01,9.943142694292611550e-01,9.943139327284082896e-01,9.942212726579765514e-01,9.939152417829777431e-01,9.938586024130778851e-01
