9.989297389818446726e-01,9.990274915957648716e-01,9.991339809428152474e-01,9.989957142854747341e-01,9.991014429156844789e-01,9.991515528661620849e-01,9.990576575575232932e-01,9.991520351558682567e-01,9.991551052056995008e-01,9.990883317119756413e-01
9.989328704523904312e-01,9.990306230530109355e-01,9.991371124210906007e-01,9.989988471493207456e-01,9.991045761040904249e-01,9.991546864898218638e-01,9.990607923724905692e-01,9.991551700498131350e-01,9.991582401384178080e-01,9.990914671323206653e-01
9.989320317965454388e-01,9.990297783317588776e-01,9.991362610199276961e-01,9.989980061724033078e-01,9.991037286785650062e-01,9.991538368075554288e-01,9.990599500439005798e-01,9.991543215720033455e-01,9.991573920530033570e-01,9.990906232829853684e-01
9.989376436748133026e-01,9.990353988544684594e-01,9.991418910350186033e-01,9.990036226614205095e-01,9.991093544428990558e-01,9.991594661428921942e-01,9.990655698867516588e-01,9.991599499573643461e-01,9.991630200935007755e-01,9.990962455356756644e-01
9.989341649573327819e-01,9.990319158524540999e-01,9.991384033065955350e-01,9.990001412726952079e-01,9.991058683269731233e-01,9.991559778474998765e-01,9.990620858517885727e-01,9.991564615806002303e-01,9.991595316385067926e-01,9.990927599458148123e-01
9.989300068310982272e-01,9.990277539097028869e-01,9.991342371298392866e-01,9.989959801220347213e-01,9.991017028298128100e-01,9.991518102813976565e-01,9.990579215880451835e-01,9.991522934249432719e-01,9.991553634462043698e-01,9.990885940481876171e-01
9.989317141334584926e-01,9.990294688935517087e-01,9.991359605172684955e-01,9.989976896373923276e-01,9.991034204294024779e-01,9.991535305811719558e-01,9.990596320751441439e-01,9.991540116695569740e-01,9.991570811027260524e-01,9.990903060335203367e-01
9.989247461365151626e-01,9.990224927687914036e-01,9.991289753882195424e-01,9.989907150642107769e-01,9.990964369513978260e-01,9.991465431601088687e-01,9.990526519602053179e-01,9.991470236318894527e-01,9.991500929807817233e-01,9.990833226467035200e-01
9.989220736598392048e-01,9.990198199056804507e-01,9.991263020234661951e-01,9.989880394700177968e-01,9.990937608373586798e-01,9.991438662721202624e-01,9.990499735032054573e-01,9.991443451024133449e-01,9.991474139242655372e-01,9.990806429521059684e-01
9.989213746835081675e-01,9.990191254419757971e-01,9.991256124346390433e-01,9.989873396734525457e-01,9.990930656508918428e-01,9.991431723169161838e-01,9.990492723382995433e-01,9.991436486723868082e-01,9.991467168986982728e-01,9.990799418446556501e-01
