9.930344997373208304e-01,9.973872786678509295e-01,9.972209224892860657e-01,9.974333160403293652e-01,9.979080773346828970e-01,9.976709120775644202e-01,9.976856113302162710e-01,9.975925774422317316e-01,9.973225371182083965e-01,9.972789501697862935e-01
9.931427687816537508e-01,9.974964780336466053e-01,9.973308866342593948e-01,9.975436249779806586e-01,9.980184396436991845e-01,9.977811235075539908e-01,9.977955222516897704e-01,9.977022006435474211e-01,9.974319109277957063e-01,9.973881377207519661e-01
9.933125508974053330e-01,9.976674100395278577e-01,9.975025364347385182e-01,9.977155838178334291e-01,9.981903928150487326e-01,9.979528406109835492e-01,9.979669105206151469e-01,9.978732910347194451e-01,9.976027818300378103e-01,9.975588996152391363e-01
9.934955665834559468e-01,9.978508524858991091e-01,9.976863051018323159e-01,9.978993973184071553e-01,9.983740770183175961e-01,9.981363159334740720e-01,9.981501541481035966e-01,9.980563926763280636e-01,9.977858431907838943e-01,9.977420146090971720e-01
9.936072719711148693e-01,9.979623131401599290e-01,9.977974525306656517e-01,9.980103136383817741e-01,9.984848124379354095e-01,9.982469388608431471e-01,9.982607851903677609e-01,9.981671119555313165e-01,9.978967345629780050e-01,9.978531356316129308e-01
9.935680869646544844e-01,9.979221675970260108e-01,9.977565352390795894e-01,9.979689926232538921e-01,9.984433545278167399e-01,9.982055559613853823e-01,9.982196514191171710e-01,9.981262703691995419e-01,9.978561951259471430e-01,9.978128626486894026e-01
9.933010962673072264e-01,9.976538931219086637e-01,9.974874851895810801e-01,9.976996482748758943e-01,9.981740985593091642e-01,9.979366403472901270e-01,9.979511491228826303e-01,9.978581143401178410e-01,9.975882476066472160e-01,9.975449574241886941e-01
9.927479680339046375e-01,9.971000401350238462e-01,9.969332196550430014e-01,9.971455194918540377e-01,9.976204675200150973e-01,9.973836217780199798e-01,9.973986526278166842e-01,9.973058369672685997e-01,9.970358528189128267e-01,9.969921712558110771e-01
9.919135389137819780e-01,9.962652693551817817e-01,9.960985782811240252e-01,9.963114632267618953e-01,9.967872977787074484e-01,9.965513413875095594e-01,9.965669269004083786e-01,9.964741559031197182e-01,9.962036843545408749e-01,9.961591248570399459e-01
9.908426895477249197e-01,9.951943000429969155e-01,9.950279848972569674e-01,9.952417246312454946e-01,9.957187274060170790e-01,9.954838730940074321e-01,9.955000831103840708e-01,9.954072694045564829e-01,9.951360751027695795e-01,9.950903231220804557e-01
