9.929934405514312390e-01,9.969961836535569111e-01,9.969780660752844970e-01,9.973414103676105924e-01,9.979300288159145271e-01,9.977938784045838894e-01,9.977285709702466976e-01,9.973424667538447475e-01,9.965386664894972935e-01,9.956949167516923049e-01
9.931122401570255942e-01,9.971159414770873752e-01,9.970987562523576653e-01,9.974627259364545750e-01,9.980516865006479055e-01,9.979155454451988927e-01,9.978498206325492337e-01,9.974629008955172571e-01,9.966578647649833034e-01,9.958125367037065079e-01
9.932651142172836956e-01,9.972698535016972787e-01,9.972533110271912804e-01,9.976175505568334323e-01,9.982064960785530516e-01,9.980701358591584915e-01,9.980041174046651031e-01,9.976169458775695498e-01,9.968117448276283543e-01,9.959663662770206205e-01
9.934075458028052141e-01,9.974125414108040433e-01,9.973960266211020498e-01,9.977599581927842909e-01,9.983484601854261120e-01,9.982117491867624759e-01,9.981456831831065912e-01,9.977590002637355404e-01,9.969548852304829234e-01,9.961111215626364812e-01
9.934696808829395209e-01,9.974742355551045048e-01,9.974569875748720005e-01,9.978201255294942840e-01,9.984079172934401392e-01,9.982708346740287730e-01,9.982050489198802667e-01,9.978194805467647255e-01,9.970174016020683094e-01,9.961764686160037297e-01
9.933919382195585124e-01,9.973953883572612700e-01,9.973769576189607244e-01,9.977390994601653684e-01,9.983261765582210900e-01,9.981888691524180013e-01,9.981236024310811139e-01,9.977394160074036789e-01,9.969396434604617108e-01,9.961017891665102653e-01
9.931187550868294522e-01,9.971208693925712740e-01,9.971013764043140659e-01,9.974627814368965950e-01,9.980494969505794289e-01,9.979122779331250914e-01,9.978476032956422603e-01,9.974645641465907930e-01,9.966664990308926608e-01,9.958308041953211065e-01
9.926078523011886423e-01,9.966092515567662735e-01,9.965892640023673588e-01,9.969506352365270496e-01,9.975376538626522516e-01,9.974009163220846075e-01,9.973367875542058503e-01,9.969542253469499959e-01,9.961565603749665820e-01,9.953212177822491347e-01
9.918669748735441383e-01,9.958681413092527190e-01,9.958484301497204649e-01,9.962105394868530084e-01,9.967985566230888050e-01,9.966627218919383857e-01,9.965989987652444926e-01,9.962161068731018032e-01,9.954173257809880715e-01,9.945802450705889530e-01
9.909319344848884770e-01,9.949331822512028634e-01,9.949142009911736695e-01,9.952775906278054086e-01,9.958671389214798220e-01,9.957325356856256970e-01,9.956691413285879699e-01,9.952853135683125130e-01,9.944842472136646849e-01,9.936438111819898555e-01
