Initial State,Final State,Path,Effective Pi-Time
"[4, 4]",0,"['[4, 4]', '2', '[4, 0]', '0']",190.42430163934426
"[4, 4]",-1,"['[4, 4]', '2', '[2, 1]', '-1']",266.6409430154875
"[4, 4]",-2,"['[4, 4]', '2', '[2, 0]', '-2']",265.8856402679205
"[4, 4]","[4, 1]","['[4, 4]', '2', '[4, 1]']",115.43162836506895
"[4, 4]","[4, 2]","['[4, 4]', '2', '[4, 2]']",89.062
"[4, 3]","[4, 2]","['[4, 3]', '2', '[4, 2]']",81.432
"[3, -3]","[4, 4]","['[3, -3]', '-2', '[2, 0]', '2', '[4, 4]']",306.91664026792057
"[4, 4]","[4, 3]","['[4, 4]', '2', '[4, 3]']",78.83
"[4, 3]","[4, 1]","['[4, 3]', '2', '[4, 1]']",107.80162836506895
"[4, 3]","[4, 0]","['[4, 3]', '2', '[4, 0]']",114.04630163934425
"[4, 4]","[4, -3]","['[4, 4]', '2', '[2, 1]', '-1', '[4, -3]']",291.7207354683177
"[4, 3]","[4, -1]","['[4, 3]', '2', '[4, 2]', '1', '[4, -1]']",181.14065534465536
"[4, 3]","[4, -2]","['[4, 3]', '2', '[4, 0]', '0', '[4, -2]']",212.6894978076075
"[4, 3]",2,"['[4, 3]', '2']",35.6
"[4, 4]","[4, -4]","['[4, 4]', '2', '[2, 0]', '-2', '[4, -4]']",287.7826402679205
"[4, 3]",1,"['[4, 3]', '2', '[4, 2]', '1']",138.76853846153847
"[4, 3]",0,"['[4, 3]', '2', '[4, 0]', '0']",182.79430163934427
"[4, 3]","[4, -3]","['[4, 3]', '2', '[2, 1]', '-1', '[4, -3]']",284.0907354683177
"[3, -3]","[4, -3]","['[3, -3]', '-1', '[4, -3]']",138.29488078090588
"[4, 3]",-1,"['[4, 3]', '2', '[2, 1]', '-1']",259.0109430154875
"[4, 3]",-2,"['[4, 3]', '2', '[2, 0]', '-2']",258.2556402679205
"[4, 2]","[4, 0]","['[4, 2]', '1', '[4, 0]']",110.27976426799009
"[3, -1]","[4, -4]","['[3, -1]', '-2', '[4, -4]']",91.69070885149964
"[4, 2]","[4, 1]","['[4, 2]', '1', '[4, 1]']",104.41594144661309
"[4, 2]",2,"['[4, 2]', '2']",45.832
"[4, 2]",0,"['[4, 2]', '1', '[4, -1]', '0']",153.08879126698545
"[4, 2]","[4, -2]","['[4, 2]', '1', '[4, -1]', '0', '[4, -2]']",182.98398743524868
"[4, 2]","[4, -1]","['[4, 2]', '1', '[4, -1]']",99.70865534465534
"[4, 2]",1,"['[4, 2]', '1']",57.33653846153847
"[4, 2]","[4, -3]","['[4, 2]', '1', '[4, -1]', '0', '[4, -2]', '-1', '[4, -3]']",284.533237468051
"[4, 2]",-1,"['[4, 2]', '1', '[4, -1]', '0', '[4, -2]', '-1']",259.45344501522084
"[4, 2]",-2,"['[4, 2]', '1', '[2, -1]', '-2']",206.45523700783752
"[3, -3]","[4, -4]","['[3, -3]', '-2', '[4, -4]']",62.928
"[3, -2]","[4, -4]","['[3, -2]', '-2', '[4, -4]']",69.75370682730923
"[4, 1]",0,"['[4, 1]', '0']",140.51251840942564
"[4, 1]",1,"['[4, 1]', '1']",47.07940298507463
"[4, 1]","[4, -1]","['[4, 1]', '1', '[4, -1]']",89.45151986819151
"[4, 1]",2,"['[4, 1]', '2']",72.20162836506896
"[4, 2]","[4, -4]","['[4, 2]', '1', '[2, -1]', '-2', '[4, -4]']",228.35223700783752
"[4, 1]","[4, 0]","['[4, 1]', '1', '[4, 0]']",100.02262879152624
"[4, 1]",-2,"['[4, 1]', '1', '[2, -1]', '-2']",196.19810153137365
"[4, 1]",-1,"['[4, 1]', '0', '[4, -2]', '-1']",246.87717215766105
"[4, 1]","[4, -3]","['[4, 1]', '0', '[4, -2]', '-1', '[4, -3]']",271.95696461049124
"[4, 0]",2,"['[4, 0]', '2']",78.44630163934426
"[4, 0]",0,"['[4, 0]', '0']",68.748
"[4, 1]","[4, -2]","['[4, 1]', '0', '[4, -2]']",170.40771457768886
"[4, 0]",1,"['[4, 0]', '1']",52.943225806451615
"[4, 0]","[4, -1]","['[4, 0]', '1', '[4, -1]']",95.3153426895685
"[4, 0]",-1,"['[4, 0]', '0', '[4, -2]', '-1']",175.1126537482354
"[4, 0]",-2,"['[4, 0]', '1', '[2, -1]', '-2']",202.06192435275068
"[4, 1]","[4, -4]","['[4, 1]', '1', '[2, -1]', '-2', '[4, -4]']",218.09510153137364
"[4, -1]",2,"['[4, -1]', '1', '[4, 2]', '2']",145.54065534465533
"[4, -1]",1,"['[4, -1]', '1']",42.37211688311688
"[4, 0]","[4, -2]","['[4, 0]', '0', '[4, -2]']",98.64319616826322
"[4, -1]",0,"['[4, -1]', '0']",53.380135922330105
"[4, 0]","[4, -3]","['[4, 0]', '0', '[4, -2]', '-1', '[4, -3]']",200.1924462010656
"[4, -1]",-1,"['[4, -1]', '0', '[4, -2]', '-1']",159.74478967056552
"[4, -1]",-2,"['[4, -1]', '1', '[2, -1]', '-2']",191.49081542941593
"[4, -2]",2,"['[4, -2]', '0', '[4, 0]', '2']",177.08949780760747
"[4, -2]",0,"['[4, -2]', '0']",29.89519616826322
"[4, 0]","[4, -4]","['[4, 0]', '1', '[2, -1]', '-2', '[4, -4]']",223.95892435275067
"[4, -2]",1,"['[4, -2]', '0', '[4, -1]', '1']",125.6474489737102
"[4, -1]","[4, -2]","['[4, -1]', '0', '[4, -2]']",83.27533209059332
"[4, -1]","[4, -3]","['[4, -1]', '0', '[4, -2]', '-1', '[4, -3]']",184.82458212339571
"[4, -2]",-1,"['[4, -2]', '-1']",76.46945757997219
"[4, -3]",1,"['[4, -3]', '-1', '[4, -2]', '0', '[4, -1]', '1']",227.1966990065126
"[4, -3]",0,"['[4, -3]', '-1', '[4, -2]', '0']",131.4444462010656
"[4, -2]",-2,"['[4, -2]', '-1', '[3, -2]', '-2']",186.69887002270966
"[4, -4]",0,"['[4, -4]', '-2', '[2, -2]', '0']",207.1328108108108
"[4, -3]",-2,"['[4, -3]', '-1', '[3, -2]', '-2']",135.30920489556766
"[4, -4]",-2,"['[4, -4]', '-2']",21.897
"[4, -3]",-1,"['[4, -3]', '-1']",25.079792452830183
"[4, -3]",2,"['[4, -3]', '-1', '[2, 1]', '2']",248.4907354683177
"[4, -4]",2,"['[4, -4]', '-2', '[2, 0]', '2']",244.55264026792054
"[4, -4]",1,"['[4, -4]', '-2', '[2, -1]', '1']",171.01569854629906
2,1,"['2', '[4, 2]', '1']",103.16853846153847
"[4, -4]",-1,"['[4, -4]', '-2', '[3, -2]', '-1']",132.1264124427375
2,0,"['2', '[4, 0]', '0']",147.19430163934425
"[4, -2]","[4, -3]","['[4, -2]', '-1', '[4, -3]']",101.54925003280238
2,-1,"['2', '[2, 1]', '-1']",223.4109430154875
1,0,"['1', '[4, -1]', '0']",95.75225280544699
"[4, 3]","[4, -4]","['[4, 3]', '2', '[2, 0]', '-2', '[4, -4]']",280.1526402679205
1,-1,"['1', '[4, -1]', '0', '[4, -2]', '-1']",202.11690655368238
2,-2,"['2', '[2, 0]', '-2']",222.65564026792055
0,-1,"['0', '[4, -2]', '-1']",106.36465374823541
1,-2,"['1', '[2, -1]', '-2']",149.11869854629904
0,-2,"['0', '[2, -2]', '-2']",185.2358108108108
-1,-2,"['-1', '[3, -2]', '-2']",110.22941244273748
"[4, -3]","[4, -4]","['[4, -3]', '-1', '[3, -2]', '-2', '[4, -4]']",157.20620489556765
"[4, -2]","[4, -4]","['[4, -2]', '-1', '[3, -2]', '-2', '[4, -4]']",208.59587002270965
"[4, -1]","[4, -4]","['[4, -1]', '1', '[2, -1]', '-2', '[4, -4]']",213.38781542941592
