nan,4.174707187703501354e+00,3.472238992289581549e+00,2.772774341737376247e+00,2.076284464636742211e+00
2.336270972635519527e+00,1.630770047584400029e+00,9.283018521704804460e-01,2.288372016182751711e-01,-4.676526754823589482e-01
-4.965737629450382995e-01,-1.202074687996157465e+00,-1.904542883410077270e+00,-2.604007533962282572e+00,nan
nan,nan,3.527370180331069527e+00,2.827905529778864224e+00,2.131415652678230188e+00
nan,2.508127399268258451e+00,1.805659203854338868e+00,1.106194553302133565e+00,4.097046762014994181e-01
1.492576235016801478e+00,7.870753099656823126e-01,8.460711455176266049e-02,-6.148575360004425727e-01,-1.311347413101076720e+00
-1.589631216277524461e-01,-8.644640466788716671e-01,-1.566932242092791361e+00,-2.266396892644996441e+00,nan
-9.998219943062592874e-01,-1.705322919357378453e+00,-2.407791114771298258e+00,nan,nan
nan,nan,nan,3.495031652638918906e+00,2.798541775538284870e+00
nan,nan,3.014497253944875332e+00,2.315032603392670030e+00,1.618542726292035994e+00
nan,2.508017940600351103e+00,1.805549745186431521e+00,1.106085094634226218e+00,4.095952175335920153e-01
2.015962161558755739e+00,1.310461236507636462e+00,6.079930410937167684e-01,-9.147160945848849256e-02,-7.879614865591226813e-01
8.765406716766817041e-01,1.710397466255623999e-01,-5.314284487883572661e-01,-1.230893099340562458e+00,nan
-1.450070052585154812e-01,-8.505079303096347854e-01,-1.552976125723554368e+00,nan,nan
-2.798536081515254015e+00,-3.504037006566373069e+00,nan,nan,nan
nan,nan,nan,nan,2.799248987271016009e+00
nan,nan,nan,1.815771227289826761e+00,1.119281350189192725e+00
nan,nan,1.001718564069720152e+00,3.022539135175149605e-01,-3.942359635831191866e-01
nan,3.157852210017937922e-01,-3.866829744121259016e-01,-1.086147624964331149e+00,-1.782637502064965185e+00
-2.369620729575564466e-01,-9.424629980086757230e-01,-1.644931193422595417e+00,-2.344395843974800719e+00,-3.040885721075434756e+00
-1.333950643336152542e+00,-2.039451568387271596e+00,-2.741919763801191401e+00,-3.441384414353396703e+00,nan
-2.210893415801055806e+00,-2.916394340852175304e+00,-3.618862536266094665e+00,nan,nan
-1.119287044180249158e+00,-1.824787969231368434e+00,nan,nan,nan
-2.799248987267463296e+00,nan,nan,nan,nan
