nan,1.719049556015538549e+00,3.372515256389218230e+00,-3.859491528018299533e-02,1.592551081959638459e+00,3.256379687746759899e+00,4.959141024704869949e+00,4.985499754871424827e+00,-8.671782466929833788e-02,1.560456307975567558e+00,4.903806169644223445e+00,6.528024138173557311e+00,8.138248898617760574e+00,8.267481549078855352e+00,8.314744101775442431e+00,-8.719766725272837249e-02,1.592997338609035030e+00,3.258570141218626759e+00,3.238901169203727726e+00,4.952599186203070047e+00,6.706941555227283303e+00,6.650666015480966031e+00,6.635028962087128335e+00,8.315223955159122937e+00,2.712051319714201547e+00,3.377353613019956402e+00,4.065202536914166664e+00,4.777401212391509944e+00,5.515974968192192129e+00
1.719049556015538549e+00,nan,1.653465700373679903e+00,-1.757644471295721544e+00,-1.264984740559000898e-01,1.537330131731221350e+00,3.240091468689330956e+00,3.266450198855886722e+00,-1.805767380684836887e+00,-1.585932480399709910e-01,3.184756613628684896e+00,4.808974582158018762e+00,6.419199342602222913e+00,6.548431993063315915e+00,6.595694545759903882e+00,-1.806247223268266922e+00,-1.260522174065035195e-01,1.539520585203088210e+00,1.519851613188189177e+00,3.233549630187531498e+00,4.987891999211743865e+00,4.931616459465427482e+00,4.915979406071588897e+00,6.596174399143583500e+00,9.930017636986627760e-01,1.658304057004417853e+00,2.346152980898628559e+00,3.058351656375971395e+00,3.796925412176653580e+00
3.372515256389218230e+00,1.653465700373679903e+00,nan,-3.411110171669401225e+00,-1.779964174429579993e+00,-1.161355686424586642e-01,1.586625768315651053e+00,1.612984498482206597e+00,-3.459233081058516568e+00,-1.812058948413650894e+00,1.531290913255004771e+00,3.155508881784339081e+00,4.765733642228543232e+00,4.894966292689636234e+00,4.942228845386224201e+00,-3.459712923641946603e+00,-1.779517917780183422e+00,-1.139451151705916931e-01,-1.336140871854906154e-01,1.580083929813851595e+00,3.334426298838064184e+00,3.278150759091747801e+00,3.262513705697909216e+00,4.942708698769903819e+00,-6.604639366750171270e-01,4.838356630737838948e-03,6.926872805249485454e-01,1.404885956002291714e+00,2.143459711802973899e+00
-3.859491528018299533e-02,-1.757644471295721544e+00,-3.411110171669401225e+00,nan,1.631145997239821455e+00,3.294974603026942894e+00,4.997735939985052056e+00,5.024094670151607822e+00,-4.812290938911534255e-02,1.599051223255750553e+00,4.942401084924406440e+00,6.566619053453740307e+00,8.176843813897944457e+00,8.306076464359037459e+00,8.353339017055624538e+00,-4.860275197254537716e-02,1.631592253889218025e+00,3.297165056498809754e+00,3.277496084483910721e+00,4.991194101483253043e+00,6.745536470507465410e+00,6.689260930761149027e+00,6.673623877367310442e+00,8.353818870439305044e+00,2.750646234994384542e+00,3.415948528300139397e+00,4.103797452194349660e+00,4.815996127671692939e+00,5.554569883472375125e+00
1.592551081959638459e+00,-1.264984740559000898e-01,-1.779964174429579993e+00,1.631145997239821455e+00,nan,1.663828605787121440e+00,3.366589942745231046e+00,3.392948672911786812e+00,-1.679268906628936797e+00,-3.209477398407090121e-02,3.311255087684584986e+00,4.935473056213918852e+00,6.545697816658123003e+00,6.674930467119216004e+00,6.722193019815803972e+00,-1.679748749212366832e+00,4.462566493965702819e-04,1.666019059258988300e+00,1.646350087244089266e+00,3.360048104243431588e+00,5.114390473267643955e+00,5.058114933521327572e+00,5.042477880127488987e+00,6.722672873199483590e+00,1.119500237754562866e+00,1.784802531060317943e+00,2.472651454954528649e+00,3.184850130431871484e+00,3.923423886232553670e+00
3.256379687746759899e+00,1.537330131731221350e+00,-1.161355686424586642e-01,3.294974603026942894e+00,1.663828605787121440e+00,nan,1.702761336958109606e+00,1.729120067124665372e+00,-3.343097512416058237e+00,-1.695923379771192341e+00,1.647426481897463546e+00,3.271644450426797412e+00,4.881869210871001563e+00,5.011101861332094565e+00,5.058364414028682532e+00,-3.343577354999488271e+00,-1.663382349137724869e+00,2.190453471866971036e-03,-1.747851854303195118e-02,1.696219498456310149e+00,3.450561867480522960e+00,3.394286327734206132e+00,3.378649274340367992e+00,5.058844267412362150e+00,-5.443283680325584628e-01,1.209739252731965031e-01,8.088228491674072096e-01,1.521021524644750489e+00,2.259595280445432675e+00
4.959141024704869949e+00,3.240091468689330956e+00,1.586625768315651053e+00,4.997735939985052056e+00,3.366589942745231046e+00,1.702761336958109606e+00,nan,2.635873016655565504e-02,-5.045858849374168287e+00,-3.398684716729301947e+00,-5.533485506064628190e-02,1.568883113468687807e+00,3.179107873912891957e+00,3.308340524373984959e+00,3.355603077070572926e+00,-5.046338691957597433e+00,-3.366143686095834475e+00,-1.700570883486242746e+00,-1.720239855501141779e+00,-6.541838501799457362e-03,1.747800530522413354e+00,1.691524990776096526e+00,1.675887937382258386e+00,3.356082930454252544e+00,-2.247089704990668402e+00,-1.581787411684913103e+00,-8.939384877907025073e-01,-1.817398123133593391e-01,5.568339434873228466e-01
4.985499754871424827e+00,3.266450198855886722e+00,1.612984498482206597e+00,5.024094670151607822e+00,3.392948672911786812e+00,1.729120067124665372e+00,2.635873016655565504e-02,nan,-5.072217579540723165e+00,-3.425043446895857713e+00,-8.169358522720193694e-02,1.542524383302132041e+00,3.152749143746336191e+00,3.281981794207429193e+00,3.329244346904017160e+00,-5.072697422124153199e+00,-3.392502416262390241e+00,-1.726929613652798512e+00,-1.746598585667697323e+00,-3.290056866835511240e-02,1.721441800355857588e+00,1.665166260609540760e+00,1.649529207215702620e+00,3.329724200287696778e+00,-2.273448435157223724e+00,-1.608146141851468869e+00,-9.202972179572581624e-01,-2.080985424799149941e-01,5.304752133207671916e-01
-8.671782466929833788e-02,-1.805767380684836887e+00,-3.459233081058516568e+00,-4.812290938911534255e-02,-1.679268906628936797e+00,-3.343097512416058237e+00,-5.045858849374168287e+00,-5.072217579540723165e+00,nan,1.647174132644865896e+00,4.990523994313521783e+00,6.614741962842855649e+00,8.224966723287060688e+00,8.354199373748151913e+00,8.401461926444740769e+00,-4.798425834300346082e-04,1.679715163278333367e+00,3.345287965887925097e+00,3.325618993873026064e+00,5.039317010872368385e+00,6.793659379896581640e+00,6.737383840150264369e+00,6.721746786756426673e+00,8.401941779828419499e+00,2.798769144383499885e+00,3.464071437689254740e+00,4.151920361583465002e+00,4.864119037060808282e+00,5.602692792861490467e+00
1.560456307975567558e+00,-1.585932480399709910e-01,-1.812058948413650894e+00,1.599051223255750553e+00,-3.209477398407090121e-02,-1.695923379771192341e+00,-3.398684716729301947e+00,-3.425043446895857713e+00,1.647174132644865896e+00,nan,3.343349861668655443e+00,4.967567830197989309e+00,6.577792590642193460e+00,6.707025241103286461e+00,6.754287793799875317e+00,-1.647653975228295931e+00,3.254103063346747149e-02,1.698113833243059201e+00,1.678444861228160168e+00,3.392142878227502489e+00,5.146485247251715300e+00,5.090209707505398029e+00,5.074572654111560333e+00,6.754767647183554047e+00,1.151595011738633767e+00,1.816897305044388844e+00,2.504746228938599550e+00,3.216944904415942830e+00,3.955518660216625015e+00
