20250422_1526,610.141625,611.431584,611.624524,1.289959,1.482899
20250422_1536,610.151351,611.431447,611.624282,1.280096,1.472931
20250422_1546,610.150432,611.432191,611.625199,1.281759,1.474767
20250422_1557,610.151833,611.431797,611.624341,1.279963,1.472508
20250422_1608,610.151318,611.431751,611.625191,1.280433,1.473872
20250422_1619,610.141537,611.432864,611.625454,1.291327,1.483917
20250422_1643,610.151363,611.432132,611.625871,1.280769,1.474508
20250422_1656,610.14158,611.432847,611.62538,1.291267,1.4838
